Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
289,Thomas Lemar\Thomas-Lemar,fr FRA,MF,Atlético Madrid,25-188,1995,15.2,36,2.37,21,12,1,0,2,0,8,0.53,5,2,0,0,1,0,Matches
290,Clément Lenglet\Clement-Lenglet,fr FRA,DF,Barcelona,25-336,1995,27.5,26,0.95,25,0,0,0,0,1,5,0.18,5,0,0,0,0,0,Matches
291,Pedro León\Pedro-Leon,es ESP,MFFW,Eibar,34-176,1986,9.9,25,2.53,11,8,3,2,1,0,2,0.20,1,1,0,0,0,0,Matches
292,Sergio León\Sergio-Leon,es ESP,FW,Levante,32-133,1989,8.3,17,2.05,9,0,5,1,1,1,2,0.24,2,0,0,0,0,0,Matches
293,Diego Llorente\Diego-Llorente,es ESP,DF,Real Sociedad,27-276,1993,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
294,Marcos Llorente\Marcos-Llorente,es ESP,MFDF,Atlético Madrid,26-109,1995,32.0,75,2.35,57,1,4,3,7,3,15,0.47,11,0,0,0,2,2,Matches
295,Renan Lodi\Renan-Lodi,br BRA,DF,Atlético Madrid,23-041,1998,12.2,28,2.29,16,6,2,1,2,1,4,0.33,4,0,0,0,0,0,Matches
296,Pedro López Muñoz\Pedro-Lopez-Munoz,es ESP,DF,Huesca,37-199,1983,11.7,16,1.37,15,1,0,0,0,0,2,0.17,1,1,0,0,0,0,Matches
297,Adrián López\Adrian-Lopez,es ESP,FWMF,Osasuna,33-131,1988,5.3,15,2.81,10,0,2,2,1,0,2,0.37,2,0,0,0,0,0,Matches
298,Javi López\Javi-Lopez,es ESP,DFMF,Alavés,19-138,2002,2.8,3,1.09,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
299,Roberto López\Roberto-Lopez,es ESP,MFFW,Real Sociedad,21-025,2000,5.6,19,3.40,10,5,0,4,0,0,1,0.18,0,1,0,0,0,0,Matches
300,Unai López\Unai-Lopez,es ESP,MF,Athletic Club,25-201,1995,14.8,41,2.77,29,8,1,1,1,1,2,0.13,2,0,0,0,0,0,Matches
301,Anthony Lozano\Anthony-Lozano,hn HON,FWMF,Cádiz,28-024,1993,16.9,32,1.89,15,0,5,5,6,1,5,0.30,2,0,1,2,0,0,Matches
302,Jeison Lucumí\Jeison-Lucumi,co COL,FW,Elche,26-041,1995,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
303,José Luis Gayà\Jose-Luis-Gaya,es ESP,DF,Valencia,25-359,1995,31.6,64,2.02,59,1,2,1,1,0,12,0.38,11,0,1,0,0,0,Matches
304,José Luis Morales\Jose-Luis-Morales,es ESP,FWMF,Levante,33-300,1987,26.8,62,2.31,42,9,5,2,3,1,10,0.37,7,0,3,0,0,0,Matches
305,Luisinho\Luisinho,pt POR,DF,Huesca,36-014,1985,2.0,2,1.01,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
306,Luismi\Luismi,es ESP,MFDF,Elche,29-014,1992,1.9,1,0.54,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
307,Darwin Machís\Darwin-Machis,ve VEN,FWMF,Granada,28-101,1993,22.0,56,2.54,25,9,7,7,6,2,12,0.55,5,1,3,1,1,1,Matches
308,Pablo Maffeo\Pablo-Maffeo,es ESP,DF,Huesca,23-311,1997,21.0,41,1.95,30,1,7,1,1,1,7,0.33,6,0,0,0,0,1,Matches
309,Abdallahi Mahmoud\Abdallahi-Mahmoud,mr MTN,MF,Alavés,21-015,2000,0.7,1,1.36,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
310,Nemanja Maksimović\Nemanja-Maksimovic,rs SRB,MF,Getafe,26-113,1995,29.4,38,1.29,32,1,1,1,1,2,1,0.03,0,0,0,1,0,0,Matches
311,Filip Malbašić\Filip-Malbasic,rs SRB,FWMF,Cádiz,28-182,1992,9.4,8,0.85,6,0,1,0,0,1,3,0.32,2,0,1,0,0,0,Matches
312,Hugo Mallo\Hugo-Mallo,es ESP,DF,Celta Vigo,29-331,1991,28.9,37,1.28,31,1,1,2,2,0,2,0.07,1,0,0,0,1,0,Matches
313,Mickael Malsa\Mickael-Malsa,mq MTQ,MF,Levante,25-219,1995,25.1,25,1.00,19,0,0,2,1,3,1,0.04,0,0,0,0,0,1,Matches
314,Aïssa Mandi\Aissa-Mandi,dz ALG,DF,Betis,29-209,1991,26.6,8,0.30,7,0,0,1,0,0,1,0.04,0,0,0,1,0,0,Matches
315,Eliaquim Mangala\Eliaquim-Mangala,fr FRA,DF,Valencia,30-095,1991,3.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
316,Maranhão\Maranhao,br BRA,FW,Valladolid,24-211,1996,12.4,15,1.21,9,0,2,1,3,0,3,0.24,2,0,0,0,1,0,Matches
317,Marcelo\Marcelo,br BRA,DF,Real Madrid,33-007,1988,11.4,38,3.33,29,2,5,2,0,0,3,0.26,3,0,0,0,0,0,Matches
318,Iván Marcone\Ivan-Marcone,ar ARG,MF,Elche,30-350,1990,29.1,23,0.79,21,2,0,0,0,0,2,0.07,2,0,0,0,0,0,Matches
319,Óscar de Marcos\Oscar-de-Marcos,es ESP,DFMF,Athletic Club,32-035,1989,16.8,20,1.19,20,0,0,0,0,0,4,0.24,4,0,0,0,0,0,Matches
320,José Mari\Jose-Mari,es ESP,MF,Cádiz,33-164,1987,15.1,11,0.73,8,0,1,0,1,1,1,0.07,1,0,0,0,0,0,Matches
321,José María Giménez\Jose-Maria-Gimenez,uy URU,DF,Atlético Madrid,26-119,1995,18.6,5,0.27,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
322,Mariano\Mariano,do DOM,FW,Real Madrid,27-291,1993,5.4,8,1.47,3,0,2,3,0,0,0,0.00,0,0,0,0,0,0,Matches
323,Adrián Marín\Adrian-Marin,es ESP,DFMF,Alavés,24-130,1997,1.0,2,1.94,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
324,Adrián Marín\Adrian-Marin,es ESP,DFFW,Granada,24-130,1997,2.8,4,1.42,4,0,0,0,0,0,2,0.71,2,0,0,0,0,0,Matches
325,Roger Martí\Roger-Marti,es ESP,FW,Levante,30-136,1991,23.4,32,1.37,25,0,2,3,1,1,6,0.26,6,0,0,0,0,0,Matches
326,Aarón Martín\Aaron-Martin,es ESP,DF,Celta Vigo,24-027,1997,16.1,12,0.74,10,0,0,1,1,0,3,0.19,3,0,0,0,0,0,Matches
327,Álex Martín\Alex-Martin,es ESP,DF,Cádiz,23-114,1998,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
328,Iñigo Martínez\Inigo-Martinez,es ESP,DF,Athletic Club,30-002,1991,28.0,16,0.57,14,0,0,2,0,0,1,0.04,1,0,0,0,0,0,Matches
329,Javi Martínez\Javi-Martinez,es ESP,MFFW,Osasuna,21-148,1999,5.0,10,2.00,9,0,1,0,0,0,1,0.20,1,0,0,0,0,0,Matches
330,Marvin\Marvin,es ESP,DFFW,Real Madrid,20-320,2000,1.5,2,1.35,1,1,0,0,0,0,1,0.68,1,0,0,0,0,0,Matches
331,Jordi Masip\Jordi-Masip,es ESP,GK,Valladolid,32-136,1989,24.0,3,0.12,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
332,Jaime Mata\Jaime-Mata,es ESP,FW,Getafe,32-207,1988,22.5,41,1.82,33,0,1,4,3,0,3,0.13,1,0,1,1,0,0,Matches
333,Borja Mayoral\Borja-Mayoral,es ESP,FW,Real Madrid,24-044,1997,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
334,Gonzalo Melero\Gonzalo-Melero,es ESP,MFFW,Levante,27-137,1994,19.6,42,2.14,36,1,0,2,2,1,4,0.20,3,0,0,1,0,0,Matches
335,Brais Méndez\Brais-Mendez,es ESP,MFFW,Celta Vigo,24-132,1997,28.7,56,1.95,41,2,2,4,5,2,15,0.52,8,0,1,3,2,1,Matches
336,Édgar Méndez\Edgar-Mendez,es ESP,MFFW,Alavés,31-137,1990,22.4,34,1.52,23,0,3,1,5,2,2,0.09,1,0,0,0,1,0,Matches
337,Eñaut Mendía\Enaut-Mendia,es ESP,FW,Eibar,21-328,1999,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
338,Ferland Mendy\Ferland-Mendy,fr FRA,DF,Real Madrid,25-345,1995,24.5,46,1.87,43,0,1,0,2,0,1,0.04,1,0,0,0,0,0,Matches
339,Mikel Merino\Mikel-Merino,es ESP,MF,Real Sociedad,24-331,1996,23.9,52,2.17,38,1,1,5,3,4,8,0.33,6,0,0,1,0,1,Matches
340,Martín Merquelanz\Martin-Merquelanz,es ESP,FWMF,Real Sociedad,25-341,1995,6.1,20,3.28,12,6,0,1,0,1,1,0.16,0,1,0,0,0,0,Matches
341,Roque Mesa\Roque-Mesa,es ESP,MF,Valladolid,31-346,1989,18.9,41,2.17,32,3,4,0,2,0,0,0.00,0,0,0,0,0,0,Matches
342,Lionel Messi\Lionel-Messi,ar ARG,FWMF,Barcelona,33-329,1987,33.6,241,7.17,140,19,39,11,30,2,38,1.13,24,1,8,3,2,0,Matches
343,Omenuke Mfulu\Omenuke-Mfulu,cd COD,MF,Elche,27-060,1994,7.9,2,0.25,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
344,Míchel\Michel,es ESP,MF,Valladolid,32-294,1988,10.2,30,2.94,21,6,0,1,0,2,0,0.00,0,0,0,0,0,0,Matches
345,Éder Militão\Eder-Militao,br BRA,DF,Real Madrid,23-121,1998,11.6,7,0.60,7,0,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
346,Luis Milla\Luis-Milla,es ESP,MF,Granada,26-224,1994,13.9,31,2.23,21,7,1,1,0,1,4,0.29,3,0,0,0,0,1,Matches
347,Pere Milla\Pere-Milla,es ESP,FWMF,Elche,28-238,1992,21.0,37,1.76,18,0,2,7,8,2,6,0.29,3,0,1,1,1,0,Matches
348,Alejandro Millán\Alejandro-Millan,es ESP,FW,Villarreal,21-193,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
349,Santi Mina\Santi-Mina,es ESP,FW,Celta Vigo,25-163,1995,25.8,33,1.28,19,0,2,5,6,1,8,0.31,4,0,0,1,3,0,Matches
350,Óscar Mingueza\Oscar-Mingueza,es ESP,DF,Barcelona,22-006,1999,20.6,20,0.97,17,0,0,1,1,1,5,0.24,5,0,0,0,0,0,Matches
351,Rafa Mir\Rafa-Mir,es ESP,FW,Huesca,23-335,1997,31.0,28,0.90,18,1,2,2,2,3,2,0.06,1,0,0,0,1,0,Matches
352,Jorge Miramón\Jorge-Miramon,es ESP,DF,Levante,31-351,1989,19.2,38,1.97,34,1,1,1,1,0,6,0.31,5,0,0,0,1,0,Matches
353,Juan Miranda\Juan-Miranda,es ESP,DF,Betis,21-120,2000,17.9,21,1.18,16,3,0,1,1,0,3,0.17,3,0,0,0,0,0,Matches
354,Luka Modrić\Luka-Modric,hr CRO,MF,Real Madrid,35-252,1985,29.4,92,3.13,73,9,6,1,1,2,7,0.24,6,0,1,0,0,0,Matches
355,Johan Mojica\Johan-Mojica,co COL,DF,Elche,28-271,1992,13.2,13,0.98,10,0,1,1,1,0,0,0.00,0,0,0,0,0,0,Matches
356,Guillem Molina\Guillem-Molina,es ESP,DF,Valencia,21-016,2000,1.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
357,Jorge Molina\Jorge-Molina,es ESP,FWMF,Granada,39-027,1982,17.2,39,2.27,34,0,1,0,4,0,7,0.41,6,0,1,0,0,0,Matches
358,Victor Mollejo\Victor-Mollejo,es ESP,MFDF,Getafe,20-118,2001,0.8,5,6.25,3,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
359,Jon Moncayola\Jon-Moncayola,es ESP,MF,Osasuna,23-006,1998,29.1,31,1.07,29,1,0,1,0,0,2,0.07,2,0,0,0,0,0,Matches
360,Nacho Monreal\Nacho-Monreal,es ESP,DF,Real Sociedad,35-082,1986,22.1,18,0.81,17,0,0,1,0,0,2,0.09,2,0,0,0,0,0,Matches
361,Ángel Montoro\Angel-Montoro,es ESP,MF,Granada,32-328,1988,15.1,40,2.64,21,14,0,1,3,1,1,0.07,1,0,0,0,0,0,Matches
362,Martín Montoya\Martin-Montoya,es ESP,DF,Betis,30-035,1991,2.7,5,1.88,3,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
363,Emre Mor\Emre-Mor,tr TUR,FWMF,Celta Vigo,23-299,1997,5.6,5,0.90,2,1,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
364,Jon Morcillo\Jon-Morcillo,es ESP,MFFW,Athletic Club,22-246,1998,15.1,42,2.77,28,10,1,0,2,1,4,0.26,3,1,0,0,0,0,Matches
365,Alberto Moreno\Alberto-Moreno,es ESP,DF,Villarreal,28-318,1992,2.1,5,2.33,1,0,2,2,0,0,0,0.00,0,0,0,0,0,0,Matches
366,Álex Moreno\Alex-Moreno,es ESP,DF,Betis,27-345,1993,19.3,31,1.60,25,0,5,0,0,1,4,0.21,3,0,1,0,0,0,Matches
367,Gerard Moreno\Gerard-Moreno,es ESP,FWMF,Villarreal,29-042,1992,28.8,79,2.74,60,0,9,7,2,1,17,0.59,11,0,3,2,0,1,Matches
368,Tete Morente\Tete-Morente,es ESP,MFFW,Elche,24-166,1996,22.4,34,1.52,20,3,5,1,5,0,9,0.40,5,1,1,1,1,0,Matches
369,Loren Morón\Loren-Moron,es ESP,FWMF,Betis,27-140,1993,10.9,19,1.74,10,0,4,1,3,1,1,0.09,0,0,0,0,1,0,Matches
370,Pedro Mosquera\Pedro-Mosquera,es ESP,MF,Huesca,33-028,1988,22.8,23,1.01,20,1,0,1,1,0,3,0.13,2,0,0,1,0,0,Matches
371,Javi Moyano\Javi-Moyano,es ESP,DF,Valladolid,35-085,1986,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
372,Iker Muniain\Iker-Muniain,es ESP,MFFW,Athletic Club,28-151,1992,21.6,76,3.52,48,11,5,2,10,0,12,0.56,6,1,1,1,3,0,Matches
373,Aihen Muñoz\Aihen-Munoz,es ESP,DF,Real Sociedad,23-276,1997,13.4,16,1.19,14,0,0,0,2,0,3,0.22,2,0,0,0,1,0,Matches
374,Joaquín Muñoz\Joaquin-Munoz,es ESP,FW,Huesca,22-070,1999,0.5,2,4.39,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
375,Jeison Murillo\Jeison-Murillo,co COL,DF,Celta Vigo,28-357,1992,30.0,9,0.30,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
376,Yunus Musah\Yunus-Musah,us USA,MF,Valencia,18-171,2002,16.9,25,1.48,16,1,5,1,1,1,1,0.06,1,0,0,0,0,0,Matches
377,Yoshinori Mutō\Yoshinori-Muto,jp JPN,FWMF,Eibar,28-308,1992,12.5,28,2.25,13,0,3,3,6,3,2,0.16,1,0,0,0,1,0,Matches
378,Nacho\Nacho,es ESP,DF,Real Madrid,31-121,1990,22.0,14,0.64,14,0,0,0,0,0,4,0.18,4,0,0,0,0,0,Matches
379,Nacho\Nacho,es ESP,DF,Valladolid,32-073,1989,20.1,44,2.18,37,4,0,0,3,0,3,0.15,2,0,0,0,1,0,Matches
380,Nano\Nano,es ESP,FWMF,Cádiz,26-103,1995,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
381,Roberto Navarro\Roberto-Navarro,es ESP,MF,Real Sociedad,19-037,2002,0.4,1,2.57,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
382,Ximo Navarro\Ximo-Navarro,es ESP,DF,Alavés,31-116,1990,25.4,19,0.75,13,3,1,0,2,0,4,0.16,1,1,1,0,1,0,Matches
383,Jesús Navas\Jesus-Navas,es ESP,DF,Sevilla,35-179,1985,31.4,98,3.12,91,2,3,1,1,0,9,0.29,8,0,1,0,0,0,Matches
384,Raúl Navas\Raul-Navas,es ESP,DF,Osasuna,33-008,1988,1.9,2,1.07,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
385,Álvaro Negredo\Alvaro-Negredo,es ESP,FW,Cádiz,35-272,1985,23.6,35,1.48,26,1,4,3,0,1,8,0.34,6,0,0,1,0,1,Matches
386,Neto\Neto,br BRA,GK,Barcelona,31-304,1989,6.0,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
387,Carlos Neva\Carlos-Neva,es ESP,DF,Granada,24-341,1996,20.0,15,0.75,10,2,0,2,0,1,2,0.10,1,1,0,0,0,0,Matches
388,Mamor Niang\Mamor-Niang,sn SEN,FWMF,Getafe,19-104,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
389,Nieto\Nieto,es ESP,FWMF,Cádiz,23-051,1998,0.2,1,6.43,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
390,Saúl Ñíguez\Saul-Niguez,es ESP,MFDF,Atlético Madrid,26-179,1994,21.9,33,1.51,29,0,2,1,1,0,3,0.14,3,0,0,0,0,0,Matches
391,Nino\Nino,es ESP,FWMF,Elche,40-343,1980,3.1,3,0.95,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
392,Fernando Niño\Fernando-Nino,es ESP,FW,Villarreal,20-207,2000,6.6,8,1.21,6,0,0,1,1,0,1,0.15,1,0,0,0,0,0,Matches
393,Nolito\Nolito,es ESP,MFFW,Celta Vigo,34-216,1986,28.2,68,2.41,48,7,2,4,4,3,12,0.43,9,0,0,1,1,1,Matches
394,Unai Núñez\Unai-Nunez,es ESP,DF,Athletic Club,24-109,1997,22.4,11,0.49,10,0,0,1,0,0,1,0.04,1,0,0,0,0,0,Matches
395,Kelechi Nwakali\Kelechi-Nwakali,ng NGA,MFFW,Huesca,22-348,1998,1.6,4,2.55,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
396,Allan Nyom\Allan-Nyom,cm CMR,MFDF,Getafe,33-009,1988,24.8,32,1.29,29,2,1,0,0,0,4,0.16,3,0,1,0,0,0,Matches
397,Jan Oblak\Jan-Oblak,si SVN,GK,Atlético Madrid,28-132,1993,37.0,2,0.05,1,1,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
398,Lucas Ocampos\Lucas-Ocampos,ar ARG,FW,Sevilla,26-312,1994,28.6,79,2.76,48,1,12,6,10,2,9,0.31,5,0,1,1,1,1,Matches
399,Álvaro Odriozola\Alvaro-Odriozola,es ESP,DF,Real Madrid,25-156,1995,8.5,17,2.01,15,0,0,0,2,0,1,0.12,1,0,0,0,0,0,Matches
400,Shinji Okazaki\Shinji-Okazaki,jp JPN,FW,Huesca,35-033,1986,12.5,14,1.12,9,0,2,3,0,0,2,0.16,1,0,0,1,0,0,Matches
401,Lucas Olaza\Lucas-Olaza,uy URU,DF,Celta Vigo,26-302,1994,17.9,29,1.62,21,4,1,0,3,0,6,0.33,5,0,0,0,1,0,Matches
402,Lucas Olaza\Lucas-Olaza,uy URU,DF,Valladolid,26-302,1994,13.0,27,2.08,18,6,1,0,1,1,2,0.15,2,0,0,0,0,0,Matches
403,Christian Oliva\Christian-Oliva,uy URU,MF,Valencia,24-352,1996,2.2,5,2.27,4,0,1,0,0,0,4,1.82,3,0,1,0,0,0,Matches
404,Kiko Olivas\Kiko-Olivas,es ESP,DFMF,Valladolid,32-271,1988,1.0,1,1.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
405,Paulo Oliveira\Paulo-Oliveira,pt POR,DF,Eibar,29-131,1992,28.5,8,0.28,7,0,0,1,0,0,1,0.04,1,0,0,0,0,0,Matches
406,Mathías Olivera\Mathias-Olivera,uy URU,DF,Getafe,23-200,1997,29.0,40,1.38,29,3,4,2,0,2,0,0.00,0,0,0,0,0,0,Matches
407,Javier Ontiveros\Javier-Ontiveros,es ESP,FWMF,Huesca,23-252,1997,10.2,44,4.31,19,6,12,1,6,0,1,0.10,0,0,1,0,0,0,Matches
408,Fabián Orellana\Fabian-Orellana,cl CHI,MFFW,Valladolid,35-112,1986,23.8,69,2.90,41,10,5,4,8,1,4,0.17,4,0,0,0,0,0,Matches
409,Mikel Oyarzabal\Mikel-Oyarzabal,es ESP,FWMF,Real Sociedad,24-028,1997,25.9,101,3.91,52,27,6,8,5,3,19,0.73,12,3,1,3,0,0,Matches
410,Fernando Pacheco\Fernando-Pacheco,es ESP,GK,Alavés,29-001,1992,37.0,2,0.05,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
411,Jon Pacheco\Jon-Pacheco,es ESP,DF,Real Sociedad,20-131,2001,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
412,Helibelton Palacios\Helibelton-Palacios,co COL,DF,Elche,27-344,1993,8.1,8,0.99,5,1,1,0,1,0,1,0.12,1,0,0,0,0,0,Matches
413,Ante Palaversa\Ante-Palaversa,hr CRO,MFFW,Getafe,21-043,2000,0.1,2,20.00,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
414,Daniel Parejo\Daniel-Parejo,es ESP,MF,Villarreal,32-033,1989,33.6,101,3.01,68,29,1,1,0,2,12,0.36,8,2,1,1,0,0,Matches
415,Thomas Partey\Thomas-Partey,gh GHA,MF,Atlético Madrid,27-340,1993,2.2,5,2.25,3,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
416,Gabriel Paulista\Gabriel-Paulista,br BRA,DF,Valencia,30-174,1990,29.2,17,0.58,16,0,0,0,1,0,3,0.10,2,0,0,0,1,0,Matches
417,Alfonso Pedraza\Alfonso-Pedraza,es ESP,DF,Villarreal,25-040,1996,22.3,53,2.38,42,0,5,2,3,1,9,0.40,4,0,1,1,3,0,Matches
418,Pedri\Pedri,es ESP,MF,Barcelona,18-175,2002,26.8,79,2.94,64,3,5,2,4,1,8,0.30,4,0,0,1,2,1,Matches
419,Facundo Pellistri\Facundo-Pellistri,uy URU,MF,Alavés,19-150,2001,5.3,4,0.76,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
420,Rubén Peña\Ruben-Pena,es ESP,DF,Villarreal,29-305,1991,12.1,16,1.32,13,0,2,0,1,0,4,0.33,2,0,2,0,0,0,Matches
421,Pepe\Pepe,es ESP,DF,Granada,21-078,2000,1.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
422,Alberto Perea\Alberto-Perea,es ESP,MF,Cádiz,30-151,1990,16.4,43,2.62,23,2,11,4,2,1,6,0.37,5,0,1,0,0,0,Matches
423,Iñigo Pérez\Inigo-Perez,es ESP,MFDF,Osasuna,33-121,1988,14.1,24,1.70,14,7,1,0,1,1,2,0.14,0,2,0,0,0,0,Matches
424,Juan Pérez\Juan-Perez,es ESP,GK,Osasuna,24-308,1996,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
425,Kike Pérez\Kike-Perez,es ESP,MF,Valladolid,24-094,1997,12.8,25,1.96,19,0,2,1,3,0,3,0.23,2,0,0,0,1,0,Matches
426,Lucas Pérez\Lucas-Perez,es ESP,FW,Alavés,32-251,1988,19.4,87,4.48,36,37,5,4,5,0,10,0.52,4,5,0,0,1,0,Matches
427,Luis Pérez\Luis-Perez,es ESP,DF,Valladolid,26-104,1995,14.4,11,0.76,9,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
428,Nehuén Pérez\Nehuen-Perez,ar ARG,DF,Granada,20-329,2000,8.2,1,0.12,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
429,Pablo Piatti\Pablo-Piatti,ar ARG,MFFW,Elche,32-049,1989,3.3,5,1.52,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
430,Cristiano Piccini\Cristiano-Piccini,it ITA,DF,Valencia,28-235,1992,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
431,Tomás Pina Isla\Tomas-Pina-Isla,es ESP,MF,Alavés,33-217,1987,27.6,18,0.65,15,0,1,1,0,1,0,0.00,0,0,0,0,0,0,Matches
432,Yeremi Pino\Yeremi-Pino,es ESP,FWMF,Villarreal,18-211,2002,8.0,23,2.89,14,0,4,0,5,0,2,0.25,1,0,1,0,0,0,Matches
