Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
433,Gerard Piqué\Gerard-Pique,es ESP,DF,Barcelona,34-106,1987,16.5,5,0.30,5,0,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
434,Miralem Pjanić\Miralem-Pjanic,ba BIH,MF,Barcelona,31-047,1990,6.8,31,4.57,28,2,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
435,Óscar Plano\Oscar-Plano,es ESP,MFFW,Valladolid,30-097,1991,27.0,48,1.78,34,1,1,2,10,0,6,0.22,4,1,1,0,0,0,Matches
436,Dani Plomer\Dani-Plomer,es ESP,FW,Granada,22-170,1998,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
437,Jorge Pombo\Jorge-Pombo,es ESP,FWMF,Cádiz,27-086,1994,5.6,14,2.49,9,0,1,2,1,1,1,0.18,1,0,0,0,0,0,Matches
438,Pere Pons\Pere-Pons,es ESP,MF,Alavés,28-088,1993,12.4,24,1.93,18,0,0,1,4,1,1,0.08,1,0,0,0,0,0,Matches
439,Francisco Portillo\Francisco-Portillo,es ESP,MFFW,Getafe,30-340,1990,4.6,11,2.37,10,0,0,0,1,0,1,0.22,1,0,0,0,0,0,Matches
440,Portu\Portu,es ESP,FWMF,Real Sociedad,28-363,1992,23.4,48,2.05,37,2,3,3,2,1,8,0.34,5,0,1,0,1,1,Matches
441,Sergio Postigo\Sergio-Postigo,es ESP,DF,Levante,32-196,1988,18.0,10,0.55,9,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
442,Darío Poveda\Dario-Poveda,es ESP,FW,Getafe,24-067,1997,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
443,Alejandro Pozo Pozo\Alejandro-Pozo-Pozo,es ESP,DFMF,Eibar,22-086,1999,24.2,30,1.24,21,1,3,1,2,2,4,0.17,3,0,0,0,0,1,Matches
444,Antonio Puertas\Antonio-Puertas,es ESP,FWMF,Granada,29-087,1992,23.1,39,1.69,29,1,4,0,4,1,7,0.30,6,0,1,0,0,0,Matches
445,Riqui Puig\Riqui-Puig,es ESP,MF,Barcelona,21-279,1999,2.8,10,3.52,10,0,0,0,0,0,2,0.70,2,0,0,0,0,0,Matches
446,Jorge Pulido\Jorge-Pulido,es ESP,DF,Huesca,30-041,1991,31.1,18,0.58,13,1,1,2,0,1,2,0.06,2,0,0,0,0,0,Matches
447,Domingos Quina\Domingos-Quina,pt POR,MF,Granada,21-182,1999,3.8,11,2.90,7,0,1,0,2,1,0,0.00,0,0,0,0,0,0,Matches
448,Quini\Quini,es ESP,DF,Granada,31-237,1989,13.2,15,1.13,14,0,0,0,0,1,1,0.08,1,0,0,0,0,0,Matches
449,Quique\Quique,es ESP,FWMF,Eibar,31-003,1990,1.7,1,0.59,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
450,Dani Raba\Dani-Raba,es ESP,MF,Villarreal,25-202,1995,1.6,8,5.14,7,0,1,0,0,0,1,0.64,1,0,0,0,0,0,Matches
451,Uroš Račić\Uros-Racic,rs SRB,MF,Valencia,23-063,1998,23.3,34,1.46,25,1,2,4,2,0,5,0.21,5,0,0,0,0,0,Matches
452,Nemanja Radoja\Nemanja-Radoja,rs SRB,MF,Levante,28-102,1993,12.5,8,0.64,8,0,0,0,0,0,3,0.24,3,0,0,0,0,0,Matches
453,Ivan Rakitić\Ivan-Rakitic,hr CRO,MF,Sevilla,33-070,1988,24.4,53,2.17,44,4,0,1,2,2,3,0.12,3,0,0,0,0,0,Matches
454,Jonás Ramalho\Jonas-Ramalho,es ESP,DF,Osasuna,27-343,1993,3.0,1,0.34,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
455,Sandro Ramírez\Sandro-Ramirez,es ESP,FWMF,Huesca,25-314,1995,13.3,21,1.58,16,0,0,3,1,1,4,0.30,3,0,0,0,0,1,Matches
456,Sergio Ramos\Sergio-Ramos,es ESP,DF,Real Madrid,35-050,1986,14.2,9,0.64,6,0,0,2,1,0,1,0.07,0,0,0,0,1,0,Matches
457,Recio\Recio,es ESP,MF,Eibar,30-128,1991,8.2,28,3.43,13,11,0,3,0,1,0,0.00,0,0,0,0,0,0,Matches
458,Francisco Reis Ferreira\Francisco-Reis-Ferreira,pt POR,DF,Valencia,24-054,1997,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
459,Karim Rekik\Karim-Rekik,nl NED,DF,Sevilla,26-168,1994,6.3,6,0.96,5,1,0,0,0,0,1,0.16,1,0,0,0,0,0,Matches
460,Álex Remiro\Alex-Remiro,es ESP,GK,Real Sociedad,26-056,1995,37.0,3,0.08,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
461,Oriol Rey\Oriol-Rey,es ESP,MF,Valladolid,23-083,1998,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
462,Ricard\Ricard,es ESP,DF,Atlético Madrid,21-086,2000,0.3,2,6.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
463,Mikel Rico\Mikel-Rico,es ESP,MF,Huesca,36-196,1984,23.5,44,1.87,36,2,1,1,3,1,7,0.30,7,0,0,0,0,0,Matches
464,Emiliano Rigoni\Emiliano-Rigoni,ar ARG,MFFW,Elche,28-104,1993,12.7,18,1.42,10,5,0,2,0,1,2,0.16,1,0,0,1,0,0,Matches
465,Luis Rioja\Luis-Rioja,es ESP,MFDF,Alavés,27-215,1993,23.0,50,2.18,36,2,5,2,3,2,10,0.44,4,1,2,0,1,2,Matches
466,Rober\Rober,es ESP,DFMF,Levante,26-092,1995,14.8,5,0.34,5,0,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches
467,Roberto\Roberto,es ESP,GK,Valladolid,35-098,1986,13.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
468,Sergi Roberto\Sergi-Roberto,es ESP,DF,Barcelona,29-101,1992,10.5,18,1.71,17,0,0,0,0,1,2,0.19,2,0,0,0,0,0,Matches
469,Joel Robles\Joel-Robles,es ESP,GK,Betis,30-336,1990,18.0,2,0.11,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
470,Rubén Rochina\Ruben-Rochina,es ESP,MF,Levante,30-057,1991,15.6,46,2.95,30,4,2,0,6,4,3,0.19,2,0,0,0,0,1,Matches
471,Rodrigo\Rodrigo,es ESP,FWMF,Betis,21-003,2000,5.3,12,2.25,9,2,0,0,1,0,1,0.19,1,0,0,0,0,0,Matches
472,Kévin Rodrigues\Kevin-Rodrigues,pt POR,DFMF,Eibar,27-075,1994,12.2,21,1.73,15,4,1,0,1,0,1,0.08,1,0,0,0,0,0,Matches
473,Óscar Rodríguez Arnaiz\Oscar-Rodriguez-Arnaiz,es ESP,MFFW,Sevilla,22-325,1998,5.3,17,3.21,9,4,1,1,1,1,1,0.19,1,0,0,0,0,0,Matches
474,Ángel Rodríguez\Angel-Rodriguez,es ESP,FWMF,Getafe,34-023,1987,15.3,25,1.64,16,0,0,4,5,0,3,0.20,1,0,0,1,1,0,Matches
475,Guido Rodríguez\Guido-Rodriguez,ar ARG,MF,Betis,27-037,1994,30.8,37,1.20,27,0,4,2,2,2,1,0.03,0,0,0,1,0,0,Matches
476,Miguel Rodríguez\Miguel-Rodriguez,es ESP,FWMF,Celta Vigo,18-020,2003,0.3,3,9.00,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
477,Víctor Rodríguez\Victor-Rodriguez,es ESP,MF,Elche,31-300,1989,4.7,8,1.69,6,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
478,Rodrygo\Rodrygo,br BRA,FW,Real Madrid,20-130,2001,10.5,38,3.61,29,0,4,1,3,1,7,0.66,6,0,1,0,0,0,Matches
479,Facundo Roncaglia\Facundo-Roncaglia,ar ARG,DF,Osasuna,34-098,1987,13.7,14,1.02,11,1,1,1,0,0,2,0.15,1,0,0,1,0,0,Matches
480,Rubén\Ruben,es ESP,GKMF,Osasuna,36-331,1984,2.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
481,Waldo Rubio\Waldo-Rubio,es ESP,FW,Valladolid,25-275,1995,4.2,6,1.44,4,0,0,1,0,1,1,0.24,1,0,0,0,0,0,Matches
482,Aitor Ruibal\Aitor-Ruibal,es ESP,FWMF,Betis,25-058,1996,17.2,54,3.14,38,0,9,3,2,2,3,0.17,3,0,0,0,0,0,Matches
483,Isma Ruiz\Isma-Ruiz,es ESP,MF,Granada,20-094,2001,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
484,Víctor Ruiz\Victor-Ruiz,es ESP,DF,Betis,32-114,1989,23.0,5,0.22,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
485,Gerónimo Rulli\Geronimo-Rulli,ar ARG,GK,Villarreal,28-364,1992,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
486,Modibo Sagnan\Modibo-Sagnan,ml MLI,DF,Real Sociedad,22-035,1999,6.9,4,0.58,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
487,Borja Sainz\Borja-Sainz,es ESP,MFFW,Alavés,20-107,2001,5.0,5,0.99,3,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
488,Salvi\Salvi,es ESP,MFFW,Cádiz,30-050,1991,21.5,29,1.35,18,7,1,0,3,0,1,0.05,1,0,0,0,0,0,Matches
489,Fede San Emeterio\Fede-San-Emeterio,es ESP,MF,Valladolid,24-064,1997,15.3,8,0.52,7,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
490,Antonio Sanabria\Antonio-Sanabria,py PAR,FW,Betis,25-076,1996,10.4,16,1.55,14,0,0,2,0,0,3,0.29,3,0,0,0,0,0,Matches
491,Oihan Sancet\Oihan-Sancet,es ESP,FWMF,Athletic Club,21-024,2000,10.9,22,2.02,18,0,1,0,2,1,4,0.37,4,0,0,0,0,0,Matches
492,Juan Sánchez Miño\Juan-Sanchez-Mino,ar ARG,DFMF,Elche,31-138,1990,5.5,2,0.36,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
493,Germán Sánchez\German-Sanchez,es ESP,DF,Granada,34-200,1986,28.3,4,0.14,2,0,0,1,1,0,1,0.04,1,0,0,0,0,0,Matches
494,Javi Sánchez\Javi-Sanchez,es ESP,DF,Valladolid,24-066,1997,10.2,5,0.49,4,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
495,Manuel Sánchez\Manuel-Sanchez,es ESP,DF,Atlético Madrid,20-268,2000,0.5,1,1.84,1,0,0,0,0,0,1,1.84,1,0,0,0,0,0,Matches
496,Manuel Sánchez\Manuel-Sanchez,es ESP,DF,Osasuna,20-268,2000,9.8,21,2.13,17,1,1,0,1,1,4,0.41,4,0,0,0,0,0,Matches
497,Oier Sanjurjo\Oier-Sanjurjo,es ESP,MF,Osasuna,34-359,1986,22.2,27,1.22,21,0,0,0,2,4,4,0.18,3,0,0,0,0,1,Matches
498,Ivan Šaponjić\Ivan-Saponjic,rs SRB,FW,Cádiz,23-290,1997,4.3,6,1.39,3,0,0,1,2,0,0,0.00,0,0,0,0,0,0,Matches
499,Stefan Savić\Stefan-Savic,me MNE,DF,Atlético Madrid,30-131,1991,32.8,13,0.40,12,0,0,1,0,0,3,0.09,2,0,0,1,0,0,Matches
500,Jaime Seoane\Jaime-Seoane,es ESP,MF,Huesca,24-117,1997,22.0,27,1.23,22,1,1,1,1,1,1,0.05,1,0,0,0,0,0,Matches
501,Edgar Sevikyan\Edgar-Sevikyan,ru RUS,MF,Levante,19-284,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
502,Sidnei\Sidnei,br BRA,DF,Betis,31-269,1989,7.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
503,David Silva\David-Silva,es ESP,MF,Real Sociedad,35-131,1986,14.7,59,4.00,44,5,6,3,1,0,12,0.81,10,0,2,0,0,0,Matches
504,Gastón Silva\Gaston-Silva,uy URU,DF,Huesca,27-075,1994,6.4,6,0.93,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
505,Rui Silva\Rui-Silva,pt POR,GK,Granada,27-101,1994,32.0,5,0.16,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
506,Unai Simón\Unai-Simon,es ESP,GK,Athletic Club,23-342,1997,37.0,4,0.11,4,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
507,Dimitris Siovas\Dimitris-Siovas,gr GRE,DF,Huesca,32-245,1988,33.1,16,0.48,11,0,0,4,1,0,1,0.03,0,0,0,1,0,0,Matches
508,Rafa Soares\Rafa-Soares,pt POR,DF,Eibar,26-010,1995,11.6,18,1.55,15,3,0,0,0,0,2,0.17,2,0,0,0,0,0,Matches
509,Rubén Sobrino\Ruben-Sobrino,es ESP,MFFW,Valencia,28-352,1992,0.5,1,1.84,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
510,Rubén Sobrino\Ruben-Sobrino,es ESP,FWMF,Cádiz,28-352,1992,11.4,17,1.50,11,0,1,1,3,1,4,0.35,2,0,0,0,2,0,Matches
511,Augusto Solari\Augusto-Solari,ar ARG,MF,Celta Vigo,29-136,1992,5.0,13,2.58,12,1,0,0,0,0,2,0.40,2,0,0,0,0,0,Matches
512,Roberto Soldado\Roberto-Soldado,es ESP,FW,Granada,35-357,1985,15.7,21,1.33,13,0,0,4,3,1,2,0.13,0,0,0,1,1,0,Matches
513,Carlos Soler\Carlos-Soler,es ESP,MF,Valencia,24-137,1997,29.4,71,2.42,30,31,4,2,4,0,13,0.44,3,7,1,1,1,0,Matches
514,Son\Son,es ESP,DFMF,Levante,27-050,1994,11.4,30,2.63,24,3,1,0,2,0,1,0.09,0,1,0,0,0,0,Matches
515,David Soria\David-Soria,es ESP,GK,Getafe,28-045,1993,28.0,6,0.21,5,1,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
516,Alberto Soro\Alberto-Soro,es ESP,FWMF,Granada,22-071,1999,3.9,8,2.07,7,0,1,0,0,0,2,0.52,2,0,0,0,0,0,Matches
517,Hugo Sotelo\Hugo-Sotelo,es ESP,MF,Celta Vigo,17-151,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
518,Damián Suárez\Damian-Suarez,uy URU,DF,Getafe,33-022,1988,26.3,34,1.29,19,8,1,1,4,1,2,0.08,1,0,1,0,0,0,Matches
519,Denis Suárez\Denis-Suarez,es ESP,MF,Celta Vigo,27-133,1994,30.7,75,2.44,47,20,2,2,3,1,15,0.49,11,4,0,0,0,0,Matches
520,Luis Suárez\Luis-Suarez,uy URU,FW,Atlético Madrid,34-115,1987,26.9,62,2.31,39,2,4,9,8,0,9,0.33,4,0,1,1,3,0,Matches
521,Suso\Suso,es ESP,FW,Sevilla,27-181,1993,23.7,97,4.09,75,5,11,2,3,1,12,0.51,10,1,0,1,0,0,Matches
522,Tachi\Tachi,es ESP,DF,Alavés,23-251,1997,8.4,4,0.47,1,1,0,0,2,0,1,0.12,0,0,0,0,1,0,Matches
523,Renato Tapia\Renato-Tapia,pe PER,MF,Celta Vigo,25-295,1995,30.0,26,0.87,22,0,0,1,2,1,3,0.10,3,0,0,0,0,0,Matches
524,Tomás Tavares\Tomas-Tavares,pt POR,MFDF,Alavés,20-073,2001,0.7,2,2.77,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
525,Álvaro Tejero\Alvaro-Tejero,es ESP,DF,Eibar,24-303,1996,1.2,4,3.27,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
526,Cristian Tello\Cristian-Tello,es ESP,FWMF,Betis,29-281,1991,13.9,37,2.66,27,1,3,4,1,1,4,0.29,4,0,0,0,0,0,Matches
527,Marc-André ter Stegen\Marc-Andre-ter-Stegen,de GER,GK,Barcelona,29-019,1992,31.0,5,0.16,3,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
528,David Timor\David-Timor,es ESP,MFDF,Getafe,31-214,1989,15.5,19,1.23,9,9,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
529,Toño\Tono,es ESP,DF,Levante,31-193,1989,7.4,8,1.08,8,0,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches
530,Lucas Torreira\Lucas-Torreira,uy URU,MFFW,Atlético Madrid,25-097,1996,5.8,12,2.08,8,1,0,0,2,1,1,0.17,1,0,0,0,0,0,Matches
531,Óliver Torres\Oliver-Torres,es ESP,MFFW,Sevilla,26-190,1994,15.2,49,3.23,37,6,4,0,0,2,4,0.26,3,0,1,0,0,0,Matches
532,Pau Torres\Pau-Torres,es ESP,DF,Villarreal,24-123,1997,32.0,15,0.47,14,0,0,1,0,0,3,0.09,2,0,0,1,0,0,Matches
533,Roberto Torres\Roberto-Torres,es ESP,MFFW,Osasuna,32-073,1989,20.0,46,2.29,24,12,3,6,1,0,3,0.15,2,0,0,0,1,0,Matches
534,Lucas Torró\Lucas-Torro,es ESP,MF,Osasuna,26-304,1994,16.7,24,1.44,15,0,2,3,2,2,4,0.24,3,0,0,1,0,0,Matches
535,Manu Trigueros\Manu-Trigueros,es ESP,MF,Villarreal,29-214,1991,27.1,66,2.43,63,0,0,0,2,1,11,0.41,10,0,0,0,1,0,Matches
536,Francisco Trincão\Francisco-Trincao,pt POR,FWMF,Barcelona,21-141,1999,7.3,21,2.86,15,0,3,1,2,0,3,0.41,3,0,0,0,0,0,Matches
537,Kieran Trippier\Kieran-Trippier,eng ENG,DF,Atlético Madrid,30-242,1990,26.5,74,2.79,52,19,0,0,2,1,10,0.38,9,0,0,0,1,0,Matches
538,Samuel Umtiti\Samuel-Umtiti,fr FRA,DF,Barcelona,27-186,1993,6.7,6,0.90,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
539,Enes Ünal\Enes-Unal,tr TUR,FW,Getafe,24-009,1997,13.7,25,1.82,19,0,1,2,3,0,3,0.22,2,0,0,0,1,0,Matches
540,Tomáš Vaclík\Tomas-Vaclik,cz CZE,GK,Sevilla,32-051,1989,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
541,Eugeni Valderrama\Eugeni-Valderrama,es ESP,FWMF,Huesca,26-304,1994,1.3,4,3.13,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
542,Jesús Vallejo\Jesus-Vallejo,es ESP,DF,Granada,24-134,1997,14.5,4,0.28,3,1,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches
543,Manu Vallejo\Manu-Vallejo,es ESP,FW,Valencia,24-094,1997,10.4,18,1.73,12,0,3,0,3,0,1,0.10,1,0,0,0,0,0,Matches
544,Federico Valverde\Federico-Valverde,uy URU,MF,Real Madrid,22-301,1998,13.8,48,3.48,38,0,1,5,1,3,5,0.36,5,0,0,0,0,0,Matches
545,Raphaël Varane\Raphael-Varane,fr FRA,DF,Real Madrid,28-024,1993,29.2,14,0.48,13,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
546,Denis Vavro\Denis-Vavro,sk SVK,DF,Huesca,25-039,1996,6.0,6,0.99,5,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
547,Franco Vázquez\Franco-Vazquez,ar ARG,FWMF,Sevilla,32-086,1989,1.2,4,3.30,4,0,0,0,0,0,1,0.83,1,0,0,0,0,0,Matches
548,Kevin Vázquez\Kevin-Vazquez,es ESP,DF,Celta Vigo,28-057,1993,5.3,5,0.94,5,0,0,0,0,0,1,0.19,1,0,0,0,0,0,Matches
549,Lucas Vázquez\Lucas-Vazquez,es ESP,DFFW,Real Madrid,29-322,1991,20.5,73,3.56,65,0,3,0,4,1,10,0.49,9,0,0,0,1,0,Matches
550,Koke Vegas\Koke-Vegas,es ESP,GK,Levante,25-234,1995,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
551,Gabriel Veiga\Gabriel-Veiga,es ESP,MFDF,Celta Vigo,18-357,2002,1.3,3,2.39,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
552,Unai Vencedor Paris\Unai-Vencedor-Paris,es ESP,MF,Athletic Club,20-185,2000,18.5,21,1.13,16,2,1,1,1,0,1,0.05,0,1,0,0,0,0,Matches
553,Gonzalo Verdú\Gonzalo-Verdu,es ESP,DF,Elche,32-210,1988,32.0,12,0.37,9,1,0,2,0,0,2,0.06,2,0,0,0,0,0,Matches
554,Mikel Vesga\Mikel-Vesga,es ESP,MF,Athletic Club,27-363,1993,18.5,35,1.89,29,2,1,2,0,1,3,0.16,2,0,0,1,0,0,Matches
555,Rúben Vezo\Ruben-Vezo,pt POR,DF,Levante,27-024,1994,25.7,13,0.51,12,0,0,0,1,0,1,0.04,1,0,0,0,0,0,Matches
556,Iñigo Vicente\Inigo-Vicente,es ESP,FW,Athletic Club,23-133,1998,0.4,7,19.09,5,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
557,Fede Vico\Fede-Vico,es ESP,MFFW,Granada,26-319,1994,7.5,15,1.99,11,0,3,1,0,0,0,0.00,0,0,0,0,0,0,Matches
558,Aleix Vidal\Aleix-Vidal,es ESP,DF,Sevilla,31-271,1989,5.6,13,2.32,12,1,0,0,0,0,3,0.53,2,1,0,0,0,0,Matches
559,Nacho Vidal\Nacho-Vidal,es ESP,DF,Osasuna,26-115,1995,25.1,30,1.20,20,3,0,1,5,1,2,0.08,0,1,0,1,0,0,Matches
560,Toni Villa\Toni-Villa,es ESP,MFFW,Valladolid,26-132,1995,10.1,38,3.77,23,0,6,0,9,0,2,0.20,0,0,1,0,1,0,Matches
561,Asier Villalibre\Asier-Villalibre,es ESP,FW,Athletic Club,23-231,1997,16.7,33,1.98,25,0,0,4,4,0,3,0.18,2,0,0,1,0,0,Matches
562,Iván Villar\Ivan-Villar,es ESP,GK,Celta Vigo,23-314,1997,18.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
563,Vitolo\Vitolo,es ESP,MFFW,Atlético Madrid,31-198,1989,3.3,7,2.11,6,0,0,0,1,0,2,0.60,1,0,0,0,1,0,Matches
564,Šime Vrsaljko\Sime-Vrsaljko,hr CRO,DF,Atlético Madrid,29-129,1992,5.8,3,0.52,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
565,Nikola Vukčević\Nikola-Vukcevic,me MNE,MF,Levante,29-157,1991,9.0,5,0.56,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
566,Daniel Wass\Daniel-Wass,dk DEN,MFDF,Valencia,31-353,1989,33.1,66,1.99,56,5,1,0,3,1,2,0.06,2,0,0,0,0,0,Matches
567,Shon Weissman\Shon-Weissman,il ISR,FW,Valladolid,25-094,1996,22.7,31,1.37,23,0,1,4,2,1,3,0.13,1,0,0,1,1,0,Matches
568,Iñaki Williams\Inaki-Williams,es ESP,FW,Athletic Club,26-338,1994,26.1,61,2.33,42,1,11,2,5,0,10,0.38,9,0,1,0,0,0,Matches
569,Nico Williams\Nico-Williams,es ESP,MF,Athletic Club,18-311,2002,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
570,Jawad El Yamiq\Jawad-El-Yamiq,ma MAR,DF,Valladolid,29-079,1992,14.3,8,0.56,6,0,1,0,0,1,0,0.00,0,0,0,0,0,0,Matches
571,Rubén Yáñez\Ruben-Yanez,es ESP,GK,Getafe,27-219,1993,9.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
572,Yoel\Yoel,es ESP,GK,Eibar,32-264,1988,2.3,1,0.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
573,Okay Yokuşlu\Okay-Yokuslu,tr TUR,MF,Celta Vigo,27-071,1994,5.1,7,1.36,6,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
574,Joseba Zaldúa\Joseba-Zaldua,es ESP,DF,Real Sociedad,28-329,1992,7.1,10,1.41,9,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
575,Oier Zarraga\Oier-Zarraga,es ESP,MF,Athletic Club,22-135,1999,1.1,3,2.70,3,0,0,0,0,0,1,0.90,1,0,0,0,0,0,Matches
576,Igor Zubeldia\Igor-Zubeldia,es ESP,DF,Real Sociedad,24-050,1997,21.8,10,0.46,10,0,0,0,0,0,2,0.09,2,0,0,0,0,0,Matches
577,Martín Zubimendi\Martin-Zubimendi,es ESP,MF,Real Sociedad,22-106,1999,19.9,23,1.16,17,0,1,1,4,0,3,0.15,3,0,0,0,0,0,Matches
578,Martin Ødegaard\Martin-Odegaard,no NOR,MFFW,Real Madrid,22-153,1998,2.6,6,2.31,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches