Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
231,Jordan Holsgrove\Jordan-Holsgrove,sco SCO,MF,Celta Vigo,21-251,1999,1.6,92,104,88.5,1497,271,47,49,95.9,34,35,97.1,8,15,53.3,0,0.0,0.0,1,10,0,0,3,Matches
232,Vicente Iborra\Vicente-Iborra,es ESP,MF,Villarreal,33-123,1988,10.3,545,604,90.2,10868,2560,193,212,91.0,261,278,93.9,81,98,82.7,0,0.2,-0.2,2,39,6,0,28,Matches
233,Oussama Idrissi\Oussama-Idrissi,ma MAR,FWMF,Sevilla,25-082,1996,0.3,8,10,80.0,232,24,3,4,75.0,2,2,100.0,3,3,100.0,0,0.0,0.0,0,0,1,1,0,Matches
234,Iglesias\Iglesias,es ESP,DFMF,Getafe,22-320,1998,5.7,94,170,55.3,1803,880,39,49,79.6,36,56,64.3,15,57,26.3,0,0.2,-0.2,3,8,5,4,7,Matches
235,Borja Iglesias\Borja-Iglesias,es ESP,FW,Betis,28-122,1993,14.8,190,259,73.4,2841,382,114,149,76.5,49,62,79.0,17,24,70.8,0,0.5,-0.5,5,6,3,1,11,Matches
236,Ilaix\Ilaix,es ESP,MF,Barcelona,18-120,2003,5.4,311,338,92.0,4693,715,175,186,94.1,114,124,91.9,15,18,83.3,2,0.8,+1.2,7,22,3,0,13,Matches
237,Asier Illarramendi\Asier-Illarramendi,es ESP,MF,Real Sociedad,31-072,1990,3.7,238,261,91.2,4476,1359,95,99,96.0,115,122,94.3,25,36,69.4,0,0.0,0.0,1,29,2,0,25,Matches
238,Pablo Insua\Pablo-Insua,es ESP,DF,Huesca,27-252,1993,17.6,647,756,85.6,14965,4326,154,171,90.1,359,392,91.6,131,186,70.4,0,0.1,-0.1,2,23,1,0,19,Matches
239,Takashi Inui\Takashi-Inui,jp JPN,MFFW,Eibar,32-351,1988,19.2,338,499,67.7,5642,1433,177,213,83.1,122,172,70.9,30,84,35.7,0,1.9,-1.9,14,23,21,10,33,Matches
240,Alexander Isak\Alexander-Isak,se SWE,FW,Real Sociedad,21-240,1999,25.0,320,439,72.9,5030,765,166,203,81.8,115,152,75.7,24,37,64.9,2,1.7,+0.3,10,13,19,2,33,Matches
241,Isco\Isco,es ESP,MFFW,Real Madrid,29-028,1992,9.7,618,713,86.7,10598,2784,316,335,94.3,214,246,87.0,69,101,68.3,2,1.7,+0.3,20,67,15,0,65,Matches
242,Jairo Izquierdo\Jairo-Izquierdo,es ESP,MFDF,Cádiz,27-209,1993,13.9,328,457,71.8,5327,1764,166,202,82.2,126,159,79.2,27,69,39.1,0,0.9,-0.9,8,21,7,4,20,Matches
243,Saidy Janko\Saidy-Janko,ch SUI,DF,Valladolid,25-209,1995,12.7,407,548,74.3,7130,2571,190,223,85.2,168,220,76.4,39,78,50.0,1,0.4,+0.6,8,25,12,7,29,Matches
244,Adnan Januzaj\Adnan-Januzaj,be BEL,FWMF,Real Sociedad,26-103,1995,11.2,404,568,71.1,7519,2778,198,230,86.1,136,172,79.1,58,130,44.6,4,4.0,0.0,23,30,38,8,65,Matches
245,Jason\Jason,es ESP,MFDF,Valencia,26-317,1994,4.9,94,142,66.2,1596,537,47,63,74.6,38,51,74.5,9,26,34.6,0,0.6,-0.6,6,6,5,3,11,Matches
246,Luis Javier Suárez\Luis-Javier-Suarez,co COL,FWMF,Granada,23-168,1997,17.7,177,286,61.9,3017,815,83,119,69.7,77,114,67.5,13,27,48.1,1,1.4,-0.4,13,15,11,3,25,Matches
247,Joaquín\Joaquin,es ESP,FWMF,Betis,39-302,1981,14.3,605,753,80.3,9516,2602,357,392,91.1,185,224,82.6,45,96,46.9,6,2.5,+3.5,32,32,31,11,57,Matches
248,John Joe\John-Joe,ie IRL,MFDF,Getafe,17-237,2003,0.7,11,21,52.4,177,44,5,9,55.6,6,8,75.0,0,0,,0,0.0,0.0,0,0,0,0,1,Matches
249,Frenkie de Jong\Frenkie-de-Jong,nl NED,MFDF,Barcelona,24-007,1997,34.2,2521,2752,91.6,42426,11640,1183,1278,92.6,1082,1140,94.9,194,231,84.0,4,5.5,-1.5,49,224,33,2,181,Matches
250,Luuk de Jong\Luuk-de-Jong,nl NED,FW,Sevilla,30-265,1990,13.9,256,343,74.6,3626,383,154,183,84.2,76,115,66.1,14,20,70.0,0,1.1,-1.1,12,13,2,0,9,Matches
251,Jony\Jony,es ESP,MFFW,Osasuna,29-314,1991,9.6,228,391,58.3,4777,2216,93,129,72.1,82,134,61.2,51,106,48.1,2,2.3,-0.3,22,22,33,14,51,Matches
252,Joan Jordán\Joan-Jordan,es ESP,MF,Sevilla,26-317,1994,26.1,1736,1975,87.9,35350,7497,696,763,91.2,701,772,90.8,311,387,80.4,6,2.8,+3.2,37,163,33,9,134,Matches
253,Josan\Josan,es ESP,MFDF,Elche,31-167,1989,20.6,582,781,74.5,9891,3323,308,357,86.3,211,265,79.6,55,114,48.2,2,1.6,+0.4,16,29,15,11,48,Matches
254,Willian José\Willian-Jose,br BRA,FW,Real Sociedad,29-177,1991,7.7,186,241,77.2,3585,710,81,106,76.4,69,78,88.5,28,36,77.8,1,0.9,+0.1,7,12,6,1,19,Matches
255,Joselu\Joselu,es ESP,FW,Alavés,31-053,1990,33.4,606,1020,59.4,9996,2597,340,511,66.5,180,315,57.1,70,136,51.5,3,3.0,0.0,25,66,16,3,82,Matches
256,Josema\Josema,es ESP,DF,Elche,24-347,1996,21.6,779,1010,77.1,15138,6025,311,350,88.9,358,437,81.9,101,195,51.8,1,0.6,+0.4,6,42,8,6,35,Matches
257,Jota\Jota,es ESP,MF,Alavés,29-337,1991,15.5,369,499,73.9,6970,2128,173,201,86.1,137,167,82.0,52,109,47.7,2,1.9,+0.1,16,37,18,4,49,Matches
258,Jota\Jota,pt POR,FW,Valladolid,22-050,1999,7.1,,,,,,,,,,,,,,,0,,,,,,,,Matches
259,Luka Jović\Luka-Jovic,rs SRB,FWMF,Real Madrid,23-147,1997,1.7,34,41,82.9,475,43,22,23,95.7,9,13,69.2,2,2,100.0,0,0.1,-0.1,2,1,0,0,0,Matches
260,Juanmi\Juanmi,es ESP,FWMF,Betis,27-364,1993,6.7,112,144,77.8,1461,262,76,91,83.5,25,30,83.3,5,11,45.5,0,0.1,-0.1,3,2,2,0,3,Matches
261,Vinicius Júnior\Vinicius-Junior,br BRA,FW,Real Madrid,20-311,2000,21.3,664,803,82.7,9401,2040,424,462,91.8,197,243,81.1,29,52,55.8,3,3.1,-0.1,30,18,31,9,49,Matches
262,Jens Jønsson\Jens-Jonsson,dk DEN,MF,Cádiz,28-129,1993,28.4,529,689,76.8,9488,2266,250,301,83.1,213,271,78.6,57,100,57.0,0,1.7,-1.7,11,35,6,0,46,Matches
263,Damian Kądzior\Damian-Kadzior,pl POL,FWMF,Eibar,28-337,1992,2.2,44,76,57.9,709,214,26,29,89.7,12,19,63.2,5,22,22.7,0,0.0,0.0,1,2,1,1,3,Matches
264,Lee Kangin\Lee-Kangin,kr KOR,FWMF,Valencia,20-089,2001,13.1,412,512,80.5,7857,1798,192,211,91.0,154,178,86.5,59,105,56.2,4,2.4,+1.6,18,44,17,1,59,Matches
265,Stephane Keller\Stephane-Keller,cm CMR,DF,Alavés,19-272,2001,0.2,11,13,84.6,281,66,2,3,66.7,6,6,100.0,3,4,75.0,0,0.0,0.0,0,0,0,0,0,Matches
266,Kenedy\Kenedy,br BRA,FWMF,Granada,25-100,1996,16.3,211,330,63.9,3853,1483,105,125,84.0,65,99,65.7,32,84,38.1,3,2.6,+0.4,17,18,11,5,23,Matches
267,Kike\Kike,es ESP,FW,Eibar,31-175,1989,33.3,601,897,67.0,8680,1095,360,460,78.3,171,268,63.8,37,87,42.5,2,2.1,-0.1,25,30,9,4,31,Matches
268,Giorgi Kochorashvili\Giorgi-Kochorashvili,ge GEO,MF,Levante,21-324,1999,0.3,6,12,50.0,79,21,4,5,80.0,2,3,66.7,0,1,0.0,0,0.0,0.0,1,0,0,0,1,Matches
269,Kenan Kodro\Kenan-Kodro,ba BIH,FWMF,Athletic Club,27-273,1993,0.5,6,8,75.0,124,0,3,3,100.0,2,3,66.7,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Matches
270,Kenan Kodro\Kenan-Kodro,ba BIH,FW,Valladolid,27-273,1993,5.1,82,114,71.9,1170,145,53,71,74.6,18,24,75.0,6,9,66.7,0,0.1,-0.1,4,3,0,0,2,Matches
271,Koba Koindredi\Koba-Koindredi,fr FRA,MF,Valencia,19-204,2001,0.2,9,11,81.8,159,25,3,3,100.0,5,6,83.3,1,2,50.0,0,0.0,0.0,0,1,0,0,0,Matches
272,Koke\Koke,es ESP,MF,Atlético Madrid,29-131,1992,32.6,2095,2380,88.0,37121,10279,989,1050,94.2,802,886,90.5,249,352,70.7,2,2.2,-0.2,35,206,35,3,211,Matches
273,Geoffrey Kondogbia\Geoffrey-Kondogbia,cf CTA,MF,Valencia,28-093,1993,4.9,161,189,85.2,3833,793,53,60,88.3,70,78,89.7,38,51,74.5,0,0.0,0.0,0,21,0,0,14,Matches
274,Geoffrey Kondogbia\Geoffrey-Kondogbia,cf CTA,MFFW,Atlético Madrid,28-093,1993,6.7,333,384,86.7,6226,1473,149,161,92.5,130,148,87.8,48,63,76.2,0,0.3,-0.3,4,29,4,0,29,Matches
275,Youssouf Koné\Youssouf-Kone,ml MLI,DFFW,Elche,25-318,1995,0.8,24,29,82.8,396,158,13,15,86.7,8,8,100.0,2,5,40.0,0,0.0,0.0,0,0,0,0,1,Matches
276,Jules Koundé\Jules-Kounde,fr FRA,DF,Sevilla,22-188,1998,32.1,2060,2277,90.5,40978,14032,692,736,94.0,1084,1132,95.8,269,375,71.7,1,0.7,+0.3,8,159,11,1,138,Matches
277,Toni Kroos\Toni-Kroos,de GER,MF,Real Madrid,31-135,1990,23.5,1949,2172,89.7,41573,12310,772,807,95.7,727,769,94.5,422,550,76.7,10,6.7,+3.3,66,272,35,3,198,Matches
278,Takefusa Kubo\Takefusa-Kubo,jp JPN,MFFW,Villarreal,19-349,2001,3.3,102,139,73.4,1634,456,51,64,79.7,42,52,80.8,7,17,41.2,0,0.5,-0.5,9,8,6,2,15,Matches
279,Takefusa Kubo\Takefusa-Kubo,jp JPN,MFFW,Getafe,19-349,2001,7.9,136,188,72.3,2108,648,78,93,83.9,44,62,71.0,11,22,50.0,1,0.7,+0.3,8,6,5,0,17,Matches
280,Kuki\Kuki,es ESP,MF,Valladolid,23-014,1998,0.3,8,11,72.7,108,16,5,6,83.3,3,4,75.0,0,1,0.0,1,0.1,+0.9,1,0,0,0,0,Matches
281,Víctor Laguardia\Victor-Laguardia,es ESP,DF,Alavés,31-195,1989,29.2,814,1047,77.7,21333,8784,164,187,87.7,392,442,88.7,251,404,62.1,1,1.0,0.0,5,58,5,0,55,Matches
282,Diego Lainez\Diego-Lainez,mx MEX,FWMF,Betis,20-344,2000,9.2,280,353,79.3,3990,1083,171,195,87.7,80,97,82.5,15,31,48.4,2,0.9,+1.1,13,15,11,4,29,Matches
283,Toni Lato\Toni-Lato,es ESP,DF,Valencia,23-179,1997,7.1,256,334,76.6,4675,1567,113,126,89.7,114,145,78.6,25,52,48.1,0,0.3,-0.3,3,18,2,2,20,Matches
284,Lauti\Lauti,uy URU,MFFW,Celta Vigo,20-099,2001,0.2,3,3,100.0,30,0,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
285,Robin Le Normand\Robin-Le-Normand,fr FRA,DF,Real Sociedad,24-189,1996,29.5,1372,1568,87.5,29789,7516,355,388,91.5,761,827,92.0,248,330,75.2,1,0.1,+0.9,1,62,6,1,74,Matches
286,Jeremías Ledesma\Jeremias-Ledesma,ar ARG,GK,Cádiz,28-095,1993,32.0,462,997,46.3,24626,20494,26,30,86.7,68,72,94.4,367,893,41.1,0,0.0,0.0,0,36,0,0,0,Matches
287,Florian Lejeune\Florian-Lejeune,fr FRA,DF,Alavés,29-364,1991,32.5,1086,1352,80.3,27486,10057,234,273,85.7,551,608,90.6,291,447,65.1,1,0.3,+0.7,6,52,2,0,43,Matches
288,Iñigo Lekue\Inigo-Lekue,es ESP,DF,Athletic Club,28-015,1993,6.2,269,339,79.4,4977,1878,118,133,88.7,113,134,84.3,36,61,59.0,0,0.4,-0.4,6,12,9,3,26,Matches
289,Thomas Lemar\Thomas-Lemar,fr FRA,MF,Atlético Madrid,25-188,1995,15.2,661,810,81.6,11628,2973,334,369,90.5,222,268,82.8,89,137,65.0,3,2.0,+1.0,20,61,21,2,68,Matches
290,Clément Lenglet\Clement-Lenglet,fr FRA,DF,Barcelona,25-336,1995,27.5,2129,2293,92.8,40648,13671,819,849,96.5,1039,1086,95.7,253,328,77.1,0,0.9,-0.9,7,215,17,2,134,Matches
291,Pedro León\Pedro-Leon,es ESP,MFFW,Eibar,34-176,1986,9.9,211,360,58.6,3771,1366,100,130,76.9,80,116,69.0,27,87,31.0,2,2.2,-0.2,16,11,16,11,19,Matches
292,Sergio León\Sergio-Leon,es ESP,FW,Levante,32-133,1989,8.3,97,137,70.8,1361,199,60,73,82.2,30,36,83.3,5,14,35.7,0,0.3,-0.3,6,6,3,0,9,Matches
293,Diego Llorente\Diego-Llorente,es ESP,DF,Real Sociedad,27-276,1993,1.0,48,54,88.9,1057,236,12,13,92.3,27,29,93.1,9,12,75.0,0,0.0,0.0,0,1,0,0,1,Matches
294,Marcos Llorente\Marcos-Llorente,es ESP,MFDF,Atlético Madrid,26-109,1995,32.0,1064,1294,82.2,18313,4153,535,599,89.3,380,447,85.0,112,160,70.0,11,5.2,+5.8,42,75,36,14,93,Matches
295,Renan Lodi\Renan-Lodi,br BRA,DF,Atlético Madrid,23-041,1998,12.2,584,744,78.5,10897,3216,254,285,89.1,250,300,83.3,68,121,56.2,2,1.1,+0.9,15,23,15,5,38,Matches
296,Pedro López Muñoz\Pedro-Lopez-Munoz,es ESP,DF,Huesca,37-199,1983,11.7,533,652,81.7,10176,3809,226,253,89.3,229,264,86.7,75,118,63.6,1,0.8,+0.2,7,35,13,8,43,Matches
297,Adrián López\Adrian-Lopez,es ESP,FWMF,Osasuna,33-131,1988,5.3,134,184,72.8,1870,417,81,100,81.0,43,61,70.5,6,12,50.0,1,0.8,+0.2,5,10,6,0,17,Matches
298,Javi López\Javi-Lopez,es ESP,DFMF,Alavés,19-138,2002,2.8,113,146,77.4,2187,797,51,59,86.4,44,55,80.0,16,28,57.1,0,0.1,-0.1,3,4,4,2,7,Matches
299,Roberto López\Roberto-Lopez,es ESP,MFFW,Real Sociedad,21-025,2000,5.6,188,248,75.8,3320,918,92,104,88.5,68,87,78.2,24,45,53.3,0,1.7,-1.7,10,22,6,1,22,Matches
300,Unai López\Unai-Lopez,es ESP,MF,Athletic Club,25-201,1995,14.8,796,949,83.9,17415,4059,279,313,89.1,318,360,88.3,187,249,75.1,0,1.2,-1.2,16,96,17,4,70,Matches
301,Anthony Lozano\Anthony-Lozano,hn HON,FWMF,Cádiz,28-024,1993,16.9,170,278,61.2,2437,659,99,133,74.4,54,90,60.0,9,25,36.0,1,1.0,0.0,10,28,10,2,23,Matches
302,Jeison Lucumí\Jeison-Lucumi,co COL,FW,Elche,26-041,1995,0.5,8,11,72.7,106,2,4,5,80.0,3,3,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
303,José Luis Gayà\Jose-Luis-Gaya,es ESP,DF,Valencia,25-359,1995,31.6,1184,1515,78.2,23258,7442,425,497,85.5,589,677,87.0,156,295,52.9,7,4.7,+2.3,38,66,38,17,100,Matches
304,José Luis Morales\Jose-Luis-Morales,es ESP,FWMF,Levante,33-300,1987,26.8,503,731,68.8,8924,2256,236,290,81.4,190,266,71.4,62,123,50.4,3,3.6,-0.6,33,38,29,8,53,Matches
305,Luisinho\Luisinho,pt POR,DF,Huesca,36-014,1985,2.0,100,119,84.0,1830,617,46,50,92.0,43,53,81.1,11,14,78.6,0,0.0,0.0,0,5,1,0,8,Matches
306,Luismi\Luismi,es ESP,MFDF,Elche,29-014,1992,1.9,94,109,86.2,2239,518,24,26,92.3,43,49,87.8,25,32,78.1,0,0.0,0.0,0,8,0,0,4,Matches
307,Darwin Machís\Darwin-Machis,ve VEN,FWMF,Granada,28-101,1993,22.0,340,546,62.3,6303,2086,165,211,78.2,109,160,68.1,56,135,41.5,5,4.2,+0.8,26,28,16,10,32,Matches
308,Pablo Maffeo\Pablo-Maffeo,es ESP,DF,Huesca,23-311,1997,21.0,728,1037,70.2,14021,5332,305,359,85.0,307,409,75.1,104,212,49.1,4,1.8,+2.2,15,50,26,15,66,Matches
309,Abdallahi Mahmoud\Abdallahi-Mahmoud,mr MTN,MF,Alavés,21-015,2000,0.7,13,18,72.2,194,61,6,8,75.0,5,6,83.3,1,2,50.0,0,0.0,0.0,1,2,0,0,0,Matches
310,Nemanja Maksimović\Nemanja-Maksimovic,rs SRB,MF,Getafe,26-113,1995,29.4,547,716,76.4,9379,2009,229,275,83.3,206,267,77.2,64,106,60.4,0,1.1,-1.1,19,39,17,7,49,Matches
311,Filip Malbašić\Filip-Malbasic,rs SRB,FWMF,Cádiz,28-182,1992,9.4,96,173,55.5,1619,454,45,66,68.2,40,61,65.6,8,24,33.3,1,0.0,+1.0,1,9,4,2,14,Matches
312,Hugo Mallo\Hugo-Mallo,es ESP,DF,Celta Vigo,29-331,1991,28.9,1339,1741,76.9,23283,9748,656,741,88.5,537,680,79.0,128,261,49.0,1,2.3,-1.3,15,79,27,10,128,Matches
313,Mickael Malsa\Mickael-Malsa,mq MTQ,MF,Levante,25-219,1995,25.1,1095,1281,85.5,21428,5651,434,471,92.1,483,547,88.3,166,235,70.6,0,0.4,-0.4,10,99,8,1,104,Matches
314,Aïssa Mandi\Aissa-Mandi,dz ALG,DF,Betis,29-209,1991,26.6,1378,1496,92.1,31221,10170,361,384,94.0,690,726,95.0,317,368,86.1,1,0.1,+0.9,3,48,2,0,55,Matches
315,Eliaquim Mangala\Eliaquim-Mangala,fr FRA,DF,Valencia,30-095,1991,3.5,73,105,69.5,1378,452,27,34,79.4,38,46,82.6,7,19,36.8,0,0.0,0.0,0,3,0,0,2,Matches
316,Maranhão\Maranhao,br BRA,FW,Valladolid,24-211,1996,12.4,123,196,62.8,1949,361,69,96,71.9,37,64,57.8,11,18,61.1,0,0.1,-0.1,4,8,0,0,10,Matches
317,Marcelo\Marcelo,br BRA,DF,Real Madrid,33-007,1988,11.4,696,857,81.2,11685,3977,378,420,90.0,238,274,86.9,65,130,50.0,2,1.2,+0.8,16,73,24,9,78,Matches
318,Iván Marcone\Ivan-Marcone,ar ARG,MF,Elche,30-350,1990,29.1,1313,1514,86.7,26749,6458,455,515,88.3,613,666,92.0,221,285,77.5,0,0.6,-0.6,12,102,6,2,96,Matches
319,Óscar de Marcos\Oscar-de-Marcos,es ESP,DFMF,Athletic Club,32-035,1989,16.8,572,752,76.1,10145,3629,287,342,83.9,216,277,78.0,67,106,63.2,2,1.8,+0.2,12,37,15,6,46,Matches
320,José Mari\Jose-Mari,es ESP,MF,Cádiz,33-164,1987,15.1,318,446,71.3,6850,1718,123,152,80.9,121,152,79.6,70,128,54.7,0,0.4,-0.4,5,33,3,0,24,Matches
321,José María Giménez\Jose-Maria-Gimenez,uy URU,DF,Atlético Madrid,26-119,1995,18.6,934,1060,88.1,21289,6386,245,266,92.1,464,490,94.7,212,281,75.4,0,0.2,-0.2,3,47,1,0,49,Matches
322,Mariano\Mariano,do DOM,FW,Real Madrid,27-291,1993,5.4,75,98,76.5,1032,152,46,55,83.6,20,24,83.3,5,10,50.0,0,0.2,-0.2,2,3,3,0,6,Matches
323,Adrián Marín\Adrian-Marin,es ESP,DFMF,Alavés,24-130,1997,1.0,40,54,74.1,805,411,15,19,78.9,20,20,100.0,5,13,38.5,0,0.5,-0.5,2,3,1,0,10,Matches
324,Adrián Marín\Adrian-Marin,es ESP,DFFW,Granada,24-130,1997,2.8,79,112,70.5,1657,939,30,32,93.8,34,51,66.7,14,27,51.9,1,0.1,+0.9,1,10,2,1,15,Matches
325,Roger Martí\Roger-Marti,es ESP,FW,Levante,30-136,1991,23.4,346,506,68.4,5350,1133,198,252,78.6,104,158,65.8,27,48,56.3,3,2.0,+1.0,15,28,13,0,40,Matches
326,Aarón Martín\Aaron-Martin,es ESP,DF,Celta Vigo,24-027,1997,16.1,651,808,80.6,11022,3567,320,348,92.0,264,319,82.8,52,108,48.1,3,1.2,+1.8,7,29,9,4,41,Matches
327,Álex Martín\Alex-Martin,es ESP,DF,Cádiz,23-114,1998,1.1,28,38,73.7,626,252,7,8,87.5,16,16,100.0,5,13,38.5,0,0.0,0.0,0,2,0,0,4,Matches
328,Iñigo Martínez\Inigo-Martinez,es ESP,DF,Athletic Club,30-002,1991,28.0,1193,1427,83.6,28689,9735,258,283,91.2,636,688,92.4,291,431,67.5,0,0.6,-0.6,5,112,4,0,89,Matches
329,Javi Martínez\Javi-Martinez,es ESP,MFFW,Osasuna,21-148,1999,5.0,104,152,68.4,1843,423,57,74,77.0,31,50,62.0,13,20,65.0,1,0.5,+0.5,6,8,3,1,11,Matches
330,Marvin\Marvin,es ESP,DFFW,Real Madrid,20-320,2000,1.5,69,81,85.2,1078,318,39,42,92.9,25,28,89.3,4,9,44.4,1,0.2,+0.8,2,3,1,0,9,Matches
331,Jordi Masip\Jordi-Masip,es ESP,GK,Valladolid,32-136,1989,24.0,395,764,51.7,15388,11314,40,41,97.6,146,146,100.0,208,576,36.1,0,0.0,0.0,0,15,0,0,0,Matches
332,Jaime Mata\Jaime-Mata,es ESP,FW,Getafe,32-207,1988,22.5,394,596,66.1,5322,1097,249,332,75.0,99,149,66.4,24,53,45.3,0,1.2,-1.2,14,19,10,3,30,Matches
333,Borja Mayoral\Borja-Mayoral,es ESP,FW,Real Madrid,24-044,1997,0.3,3,5,60.0,55,0,1,1,100.0,2,3,66.7,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Matches
334,Gonzalo Melero\Gonzalo-Melero,es ESP,MFFW,Levante,27-137,1994,19.6,867,976,88.8,14638,3527,423,465,91.0,350,377,92.8,75,97,77.3,1,1.7,-0.7,19,80,11,1,81,Matches
335,Brais Méndez\Brais-Mendez,es ESP,MFFW,Celta Vigo,24-132,1997,28.7,893,1138,78.5,14085,3914,493,570,86.5,295,370,79.7,73,121,60.3,0,2.0,-2.0,18,63,33,5,97,Matches
336,Édgar Méndez\Edgar-Mendez,es ESP,MFFW,Alavés,31-137,1990,22.4,274,477,57.4,4979,1515,134,187,71.7,95,165,57.6,38,86,44.2,1,1.1,-0.1,18,12,17,10,27,Matches
337,Eñaut Mendía\Enaut-Mendia,es ESP,FW,Eibar,21-328,1999,0.7,5,11,45.5,100,34,2,4,50.0,3,5,60.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Matches
338,Ferland Mendy\Ferland-Mendy,fr FRA,DF,Real Madrid,25-345,1995,24.5,1324,1475,89.8,21550,6077,718,756,95.0,476,523,91.0,109,148,73.6,0,1.7,-1.7,20,52,26,6,77,Matches
339,Mikel Merino\Mikel-Merino,es ESP,MF,Real Sociedad,24-331,1996,23.9,922,1210,76.2,16605,5367,410,506,81.0,366,443,82.6,113,194,58.2,4,2.1,+1.9,21,140,32,1,140,Matches
340,Martín Merquelanz\Martin-Merquelanz,es ESP,FWMF,Real Sociedad,25-341,1995,6.1,173,256,67.6,3112,760,82,98,83.7,64,88,72.7,22,49,44.9,1,1.8,-0.8,10,8,5,0,13,Matches
341,Roque Mesa\Roque-Mesa,es ESP,MF,Valladolid,31-346,1989,18.9,719,911,78.9,13933,3731,298,324,92.0,303,361,83.9,102,184,55.4,0,1.1,-1.1,15,97,16,3,86,Matches
342,Lionel Messi\Lionel-Messi,ar ARG,FWMF,Barcelona,33-329,1987,33.6,1990,2418,82.3,32120,10445,1135,1265,89.7,636,740,85.9,180,311,57.9,9,10.8,-1.8,77,259,145,11,317,Matches
343,Omenuke Mfulu\Omenuke-Mfulu,cd COD,MF,Elche,27-060,1994,7.9,277,312,88.8,5176,863,111,122,91.0,128,134,95.5,33,42,78.6,0,0.0,0.0,1,13,0,0,15,Matches
344,Míchel\Michel,es ESP,MF,Valladolid,32-294,1988,10.2,501,632,79.3,9745,2467,196,222,88.3,216,246,87.8,79,145,54.5,0,0.8,-0.8,12,34,4,1,37,Matches
345,Éder Militão\Eder-Militao,br BRA,DF,Real Madrid,23-121,1998,11.6,631,697,90.5,14316,4020,176,188,93.6,313,325,96.3,138,176,78.4,0,0.0,0.0,0,27,1,1,23,Matches
346,Luis Milla\Luis-Milla,es ESP,MF,Granada,26-224,1994,13.9,416,535,77.8,8696,2524,152,168,90.5,179,210,85.2,77,137,56.2,1,2.1,-1.1,20,38,13,1,40,Matches
