Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
463,Mikel Rico\Mikel-Rico,es ESP,MF,Huesca,36-196,1984,23.5,682,874,78.0,13090,2861,293,344,85.2,280,328,85.4,101,162,62.3,4,1.5,+2.5,17,50,12,6,60,Matches
464,Emiliano Rigoni\Emiliano-Rigoni,ar ARG,MFFW,Elche,28-104,1993,12.7,303,408,74.3,4897,1031,160,185,86.5,106,120,88.3,25,81,30.9,1,1.9,-0.9,11,13,6,3,18,Matches
465,Luis Rioja\Luis-Rioja,es ESP,MFDF,Alavés,27-215,1993,23.0,431,643,67.0,7034,2152,226,276,81.9,151,225,67.1,39,89,43.8,2,3.0,-1.0,24,31,17,11,39,Matches
466,Rober\Rober,es ESP,DFMF,Levante,26-092,1995,14.8,655,781,83.9,14487,4700,209,225,92.9,301,334,90.1,138,200,69.0,1,0.7,+0.3,3,46,1,0,51,Matches
467,Roberto\Roberto,es ESP,GK,Valladolid,35-098,1986,13.0,200,411,48.7,8584,6225,14,14,100.0,65,65,100.0,121,332,36.4,0,0.0,0.0,0,3,0,0,0,Matches
468,Sergi Roberto\Sergi-Roberto,es ESP,DF,Barcelona,29-101,1992,10.5,800,887,90.2,12331,3382,436,467,93.4,307,330,93.0,42,56,75.0,2,2.0,0.0,13,53,18,2,44,Matches
469,Joel Robles\Joel-Robles,es ESP,GK,Betis,30-336,1990,18.0,355,565,62.8,11228,7383,80,81,98.8,132,134,98.5,142,349,40.7,0,0.0,0.0,1,6,0,0,1,Matches
470,Rubén Rochina\Ruben-Rochina,es ESP,MF,Levante,30-057,1991,15.6,600,832,72.1,13239,3835,225,266,84.6,220,276,79.7,141,258,54.7,1,2.1,-1.1,16,74,29,6,84,Matches
471,Rodrigo\Rodrigo,es ESP,FWMF,Betis,21-003,2000,5.3,203,239,84.9,3422,828,100,111,90.1,69,80,86.3,24,32,75.0,0,0.5,-0.5,6,13,9,1,20,Matches
472,Kévin Rodrigues\Kevin-Rodrigues,pt POR,DFMF,Eibar,27-075,1994,12.2,376,556,67.6,7164,2717,161,185,87.0,153,212,72.2,56,133,42.1,1,0.7,+0.3,12,36,12,5,46,Matches
473,Óscar Rodríguez Arnaiz\Oscar-Rodriguez-Arnaiz,es ESP,MFFW,Sevilla,22-325,1998,5.3,243,319,76.2,4482,1108,121,136,89.0,85,105,81.0,33,65,50.8,0,0.8,-0.8,7,17,9,2,18,Matches
474,Ángel Rodríguez\Angel-Rodriguez,es ESP,FWMF,Getafe,34-023,1987,15.3,212,318,66.7,3324,339,122,159,76.7,56,90,62.2,24,42,57.1,0,0.5,-0.5,6,10,7,1,10,Matches
475,Guido Rodríguez\Guido-Rodriguez,ar ARG,MF,Betis,27-037,1994,30.8,1380,1620,85.2,26661,6616,562,628,89.5,575,639,90.0,215,291,73.9,0,0.7,-0.7,10,114,8,1,91,Matches
476,Miguel Rodríguez\Miguel-Rodriguez,es ESP,FWMF,Celta Vigo,18-020,2003,0.3,11,16,68.8,218,39,7,9,77.8,2,3,66.7,2,2,100.0,0,0.0,0.0,0,0,0,0,1,Matches
477,Víctor Rodríguez\Victor-Rodriguez,es ESP,MF,Elche,31-300,1989,4.7,296,325,91.1,5417,1177,127,138,92.0,131,136,96.3,35,42,83.3,0,0.6,-0.6,4,26,2,0,21,Matches
478,Rodrygo\Rodrygo,br BRA,FW,Real Madrid,20-130,2001,10.5,329,405,81.2,4612,1193,210,234,89.7,99,118,83.9,13,26,50.0,5,2.9,+2.1,16,17,16,2,34,Matches
479,Facundo Roncaglia\Facundo-Roncaglia,ar ARG,DF,Osasuna,34-098,1987,13.7,390,560,69.6,8553,3760,132,159,83.0,179,234,76.5,76,146,52.1,1,0.1,+0.9,4,35,4,0,46,Matches
480,Rubén\Ruben,es ESP,GKMF,Osasuna,36-331,1984,2.1,40,61,65.6,2198,1912,3,3,100.0,4,4,100.0,33,54,61.1,0,0.0,0.0,0,3,0,0,0,Matches
481,Waldo Rubio\Waldo-Rubio,es ESP,FW,Valladolid,25-275,1995,4.2,82,121,67.8,1805,601,31,38,81.6,36,45,80.0,14,27,51.9,0,0.1,-0.1,1,14,3,1,10,Matches
482,Aitor Ruibal\Aitor-Ruibal,es ESP,FWMF,Betis,25-058,1996,17.2,421,557,75.6,6377,2133,238,281,84.7,143,181,79.0,28,48,58.3,2,2.4,-0.4,23,36,21,4,50,Matches
483,Isma Ruiz\Isma-Ruiz,es ESP,MF,Granada,20-094,2001,0.7,15,21,71.4,298,40,7,11,63.6,4,6,66.7,2,2,100.0,0,0.0,0.0,0,1,0,0,1,Matches
484,Víctor Ruiz\Victor-Ruiz,es ESP,DF,Betis,32-114,1989,23.0,1077,1222,88.1,22815,8121,329,353,93.2,545,581,93.8,191,269,71.0,0,0.1,-0.1,2,52,4,0,66,Matches
485,Gerónimo Rulli\Geronimo-Rulli,ar ARG,GK,Villarreal,28-364,1992,1.0,42,45,93.3,1171,604,5,5,100.0,23,23,100.0,14,17,82.4,0,0.0,0.0,0,0,0,0,0,Matches
486,Modibo Sagnan\Modibo-Sagnan,ml MLI,DF,Real Sociedad,22-035,1999,6.9,335,386,86.8,7549,1707,78,90,86.7,183,194,94.3,71,90,78.9,0,0.2,-0.2,2,15,2,0,14,Matches
487,Borja Sainz\Borja-Sainz,es ESP,MFFW,Alavés,20-107,2001,5.0,86,112,76.8,1432,330,44,52,84.6,28,37,75.7,11,16,68.8,0,0.4,-0.4,2,6,3,2,10,Matches
488,Salvi\Salvi,es ESP,MFFW,Cádiz,30-050,1991,21.5,327,580,56.4,5515,2157,180,229,78.6,110,183,60.1,33,119,27.7,0,1.2,-1.2,18,12,22,18,24,Matches
489,Fede San Emeterio\Fede-San-Emeterio,es ESP,MF,Valladolid,24-064,1997,15.3,392,503,77.9,6819,1728,187,223,83.9,153,184,83.2,41,74,55.4,0,0.1,-0.1,3,41,2,0,28,Matches
490,Antonio Sanabria\Antonio-Sanabria,py PAR,FW,Betis,25-076,1996,10.4,161,215,74.9,2228,347,97,120,80.8,42,63,66.7,10,13,76.9,0,0.3,-0.3,3,8,2,0,14,Matches
491,Oihan Sancet\Oihan-Sancet,es ESP,FWMF,Athletic Club,21-024,2000,10.9,247,335,73.7,4179,825,128,169,75.7,88,116,75.9,26,34,76.5,2,1.2,+0.8,11,19,8,1,28,Matches
492,Juan Sánchez Miño\Juan-Sanchez-Mino,ar ARG,DFMF,Elche,31-138,1990,5.5,241,286,84.3,4031,989,123,135,91.1,88,103,85.4,23,36,63.9,0,0.0,0.0,1,8,2,2,4,Matches
493,Germán Sánchez\German-Sanchez,es ESP,DF,Granada,34-200,1986,28.3,684,879,77.8,16280,5205,156,172,90.7,353,407,86.7,169,285,59.3,1,0.1,+0.9,1,34,4,0,41,Matches
494,Javi Sánchez\Javi-Sanchez,es ESP,DF,Valladolid,24-066,1997,10.2,295,356,82.9,7341,1809,53,65,81.5,164,178,92.1,74,109,67.9,0,0.1,-0.1,3,17,2,1,20,Matches
495,Manuel Sánchez\Manuel-Sanchez,es ESP,DF,Atlético Madrid,20-268,2000,0.5,24,31,77.4,406,108,12,14,85.7,11,14,78.6,1,2,50.0,1,0.3,+0.7,1,0,0,0,0,Matches
496,Manuel Sánchez\Manuel-Sanchez,es ESP,DF,Osasuna,20-268,2000,9.8,364,488,74.6,6429,2893,172,204,84.3,149,189,78.8,35,74,47.3,4,0.7,+3.3,11,40,14,8,46,Matches
497,Oier Sanjurjo\Oier-Sanjurjo,es ESP,MF,Osasuna,34-359,1986,22.2,549,807,68.0,9915,3424,241,312,77.2,219,305,71.8,70,145,48.3,2,1.8,+0.2,12,56,14,2,75,Matches
498,Ivan Šaponjić\Ivan-Saponjic,rs SRB,FW,Cádiz,23-290,1997,4.3,63,80,78.8,933,126,37,45,82.2,21,27,77.8,4,5,80.0,0,0.0,0.0,0,4,3,0,6,Matches
499,Stefan Savić\Stefan-Savic,me MNE,DF,Atlético Madrid,30-131,1991,32.8,1490,1727,86.3,31948,9406,458,496,92.3,732,790,92.7,280,401,69.8,0,0.2,-0.2,2,123,5,0,74,Matches
500,Jaime Seoane\Jaime-Seoane,es ESP,MF,Huesca,24-117,1997,22.0,641,834,76.9,12695,2442,257,309,83.2,234,275,85.1,123,192,64.1,1,1.2,-0.2,11,51,10,3,44,Matches
501,Edgar Sevikyan\Edgar-Sevikyan,ru RUS,MF,Levante,19-284,2001,0.1,3,5,60.0,35,3,2,3,66.7,1,1,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Matches
502,Sidnei\Sidnei,br BRA,DF,Betis,31-269,1989,7.7,462,510,90.6,9771,2627,130,134,97.0,254,271,93.7,73,96,76.0,0,0.0,0.0,0,11,1,0,11,Matches
503,David Silva\David-Silva,es ESP,MF,Real Sociedad,35-131,1986,14.7,696,827,84.2,12274,3135,334,377,88.6,260,302,86.1,91,113,80.5,5,3.6,+1.4,27,75,49,1,96,Matches
504,Gastón Silva\Gaston-Silva,uy URU,DF,Huesca,27-075,1994,6.4,265,307,86.3,5700,1942,77,84,91.7,134,145,92.4,51,73,69.9,0,0.0,0.0,1,24,1,0,24,Matches
505,Rui Silva\Rui-Silva,pt POR,GK,Granada,27-101,1994,32.0,591,1075,55.0,23837,17571,70,70,100.0,197,201,98.0,321,800,40.1,0,0.0,0.0,1,31,1,0,0,Matches
506,Unai Simón\Unai-Simon,es ESP,GK,Athletic Club,23-342,1997,37.0,750,1063,70.6,25811,17983,107,107,100.0,293,297,98.7,344,653,52.7,0,0.1,-0.1,1,16,1,0,2,Matches
507,Dimitris Siovas\Dimitris-Siovas,gr GRE,DF,Huesca,32-245,1988,33.1,1477,1783,82.8,33255,9659,355,398,89.2,846,925,91.5,265,440,60.2,0,0.0,0.0,2,73,1,0,73,Matches
508,Rafa Soares\Rafa-Soares,pt POR,DF,Eibar,26-010,1995,11.6,458,660,69.4,9357,4610,175,203,86.2,202,277,72.9,76,153,49.7,1,1.0,0.0,12,45,13,10,51,Matches
509,Rubén Sobrino\Ruben-Sobrino,es ESP,MFFW,Valencia,28-352,1992,0.5,17,23,73.9,228,46,12,13,92.3,2,4,50.0,2,3,66.7,0,0.0,0.0,1,0,0,0,0,Matches
510,Rubén Sobrino\Ruben-Sobrino,es ESP,FWMF,Cádiz,28-352,1992,11.4,172,236,72.9,2683,595,92,117,78.6,58,78,74.4,14,22,63.6,0,0.7,-0.7,8,12,2,0,14,Matches
511,Augusto Solari\Augusto-Solari,ar ARG,MF,Celta Vigo,29-136,1992,5.0,139,192,72.4,2271,785,74,93,79.6,42,56,75.0,16,29,55.2,2,1.3,+0.7,10,9,5,3,12,Matches
512,Roberto Soldado\Roberto-Soldado,es ESP,FW,Granada,35-357,1985,15.7,215,342,62.9,3081,417,129,175,73.7,60,96,62.5,14,33,42.4,0,0.7,-0.7,8,13,5,1,12,Matches
513,Carlos Soler\Carlos-Soler,es ESP,MF,Valencia,24-137,1997,29.4,1257,1546,81.3,25241,6983,496,530,93.6,510,569,89.6,217,389,55.8,8,4.5,+3.5,41,156,23,0,125,Matches
514,Son\Son,es ESP,DFMF,Levante,27-050,1994,11.4,433,577,75.0,8124,2884,185,222,83.3,180,215,83.7,60,107,56.1,0,1.0,-1.0,14,20,24,13,56,Matches
515,David Soria\David-Soria,es ESP,GK,Getafe,28-045,1993,28.0,401,856,46.8,21010,17595,12,12,100.0,61,61,100.0,326,780,41.8,0,0.1,-0.1,1,54,2,0,0,Matches
516,Alberto Soro\Alberto-Soro,es ESP,FWMF,Granada,22-071,1999,3.9,89,123,72.4,1446,343,49,61,80.3,28,33,84.8,10,23,43.5,2,0.4,+1.6,6,4,5,1,12,Matches
517,Hugo Sotelo\Hugo-Sotelo,es ESP,MF,Celta Vigo,17-151,2003,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
518,Damián Suárez\Damian-Suarez,uy URU,DF,Getafe,33-022,1988,26.3,832,1255,66.3,16879,9742,308,378,81.5,386,536,72.0,127,298,42.6,0,0.7,-0.7,17,111,25,13,136,Matches
519,Denis Suárez\Denis-Suarez,es ESP,MF,Celta Vigo,27-133,1994,30.7,1573,1944,80.9,27342,7436,738,823,89.7,641,744,86.2,157,289,54.3,9,4.7,+4.3,40,146,31,4,163,Matches
520,Luis Suárez\Luis-Suarez,uy URU,FW,Atlético Madrid,34-115,1987,26.9,430,581,74.0,6725,1062,255,322,79.2,110,151,72.8,40,57,70.2,3,2.9,+0.1,26,30,20,1,36,Matches
521,Suso\Suso,es ESP,FW,Sevilla,27-181,1993,23.7,957,1179,81.2,18047,4566,450,493,91.3,373,442,84.4,123,203,60.6,4,4.5,-0.5,42,88,51,19,107,Matches
522,Tachi\Tachi,es ESP,DF,Alavés,23-251,1997,8.4,242,330,73.3,6163,2437,51,61,83.6,116,129,89.9,73,134,54.5,0,0.1,-0.1,1,17,0,0,16,Matches
523,Renato Tapia\Renato-Tapia,pe PER,MF,Celta Vigo,25-295,1995,30.0,1297,1570,82.6,26674,5994,477,545,87.5,567,631,89.9,227,339,67.0,1,0.9,+0.1,10,87,8,1,89,Matches
524,Tomás Tavares\Tomas-Tavares,pt POR,MFDF,Alavés,20-073,2001,0.7,18,22,81.8,261,80,11,12,91.7,6,7,85.7,1,2,50.0,0,0.0,0.0,0,0,0,0,0,Matches
525,Álvaro Tejero\Alvaro-Tejero,es ESP,DF,Eibar,24-303,1996,1.2,75,99,75.8,1458,583,30,34,88.2,32,40,80.0,12,23,52.2,0,0.2,-0.2,4,3,5,3,8,Matches
526,Cristian Tello\Cristian-Tello,es ESP,FWMF,Betis,29-281,1991,13.9,388,493,78.7,6572,1763,197,225,87.6,147,188,78.2,39,52,75.0,3,2.7,+0.3,21,19,21,6,44,Matches
527,Marc-André ter Stegen\Marc-Andre-ter-Stegen,de GER,GK,Barcelona,29-019,1992,31.0,921,1035,89.0,24253,14416,171,171,100.0,452,458,98.7,294,402,73.1,0,0.0,0.0,0,2,0,0,1,Matches
528,David Timor\David-Timor,es ESP,MFDF,Getafe,31-214,1989,15.5,390,603,64.7,9679,3496,138,175,78.9,135,194,69.6,109,217,50.2,0,0.9,-0.9,12,65,4,2,58,Matches
529,Toño\Tono,es ESP,DF,Levante,31-193,1989,7.4,289,354,81.6,4657,1951,161,175,92.0,105,122,86.1,20,42,47.6,1,0.1,+0.9,2,16,6,2,30,Matches
530,Lucas Torreira\Lucas-Torreira,uy URU,MFFW,Atlético Madrid,25-097,1996,5.8,286,322,88.8,4769,1287,139,153,90.8,115,125,92.0,24,32,75.0,0,0.6,-0.6,3,23,3,0,24,Matches
531,Óliver Torres\Oliver-Torres,es ESP,MFFW,Sevilla,26-190,1994,15.2,846,994,85.1,18246,4152,351,379,92.6,290,329,88.1,187,254,73.6,2,1.7,+0.3,26,115,27,7,84,Matches
532,Pau Torres\Pau-Torres,es ESP,DF,Villarreal,24-123,1997,32.0,1779,1995,89.2,39873,13125,511,544,93.9,876,931,94.1,381,494,77.1,2,1.1,+0.9,5,139,3,0,138,Matches
533,Roberto Torres\Roberto-Torres,es ESP,MFFW,Osasuna,32-073,1989,20.0,495,736,67.3,10175,3527,218,274,79.6,175,237,73.8,95,191,49.7,1,1.5,-0.5,19,59,25,9,74,Matches
534,Lucas Torró\Lucas-Torro,es ESP,MF,Osasuna,26-304,1994,16.7,515,660,78.0,9099,2534,235,288,81.6,197,246,80.1,65,97,67.0,1,0.6,+0.4,6,52,3,0,38,Matches
535,Manu Trigueros\Manu-Trigueros,es ESP,MF,Villarreal,29-214,1991,27.1,1362,1587,85.8,24559,6808,622,689,90.3,561,620,90.5,156,229,68.1,6,5.1,+0.9,32,166,46,4,138,Matches
536,Francisco Trincão\Francisco-Trincao,pt POR,FWMF,Barcelona,21-141,1999,7.3,318,378,84.1,4517,882,191,215,88.8,99,111,89.2,15,22,68.2,2,1.0,+1.0,7,11,10,1,23,Matches
537,Kieran Trippier\Kieran-Trippier,eng ENG,DF,Atlético Madrid,30-242,1990,26.5,1395,1760,79.3,25861,11175,639,704,90.8,566,682,83.0,170,316,53.8,6,3.6,+2.4,34,99,60,14,197,Matches
538,Samuel Umtiti\Samuel-Umtiti,fr FRA,DF,Barcelona,27-186,1993,6.7,533,555,96.0,9975,3099,197,204,96.6,294,301,97.7,41,48,85.4,0,0.0,0.0,1,32,0,0,28,Matches
539,Enes Ünal\Enes-Unal,tr TUR,FW,Getafe,24-009,1997,13.7,197,313,62.9,2679,635,118,171,69.0,53,91,58.2,10,21,47.6,2,1.3,+0.7,10,21,3,0,22,Matches
540,Tomáš Vaclík\Tomas-Vaclik,cz CZE,GK,Sevilla,32-051,1989,4.0,95,118,80.5,2409,1142,22,22,100.0,46,47,97.9,26,47,55.3,0,0.0,0.0,0,0,0,0,0,Matches
541,Eugeni Valderrama\Eugeni-Valderrama,es ESP,FWMF,Huesca,26-304,1994,1.3,70,82,85.4,1347,408,24,25,96.0,38,41,92.7,7,13,53.8,0,0.1,-0.1,2,4,0,0,4,Matches
542,Jesús Vallejo\Jesus-Vallejo,es ESP,DF,Granada,24-134,1997,14.5,353,464,76.1,9099,3543,73,93,78.5,171,192,89.1,105,170,61.8,0,0.0,0.0,0,29,3,0,30,Matches
543,Manu Vallejo\Manu-Vallejo,es ESP,FW,Valencia,24-094,1997,10.4,188,251,74.9,2927,638,101,125,80.8,54,67,80.6,19,27,70.4,0,0.3,-0.3,5,13,12,1,26,Matches
544,Federico Valverde\Federico-Valverde,uy URU,MF,Real Madrid,22-301,1998,13.8,654,745,87.8,11857,2833,322,347,92.8,218,247,88.3,90,111,81.1,1,3.2,-2.2,21,65,12,4,53,Matches
545,Raphaël Varane\Raphael-Varane,fr FRA,DF,Real Madrid,28-024,1993,29.2,1516,1668,90.9,34588,9584,351,380,92.4,830,871,95.3,328,395,83.0,0,0.1,-0.1,3,97,1,0,84,Matches
546,Denis Vavro\Denis-Vavro,sk SVK,DF,Huesca,25-039,1996,6.0,215,274,78.5,4952,1530,51,60,85.0,115,125,92.0,47,85,55.3,0,0.1,-0.1,1,18,1,0,14,Matches
547,Franco Vázquez\Franco-Vazquez,ar ARG,FWMF,Sevilla,32-086,1989,1.2,69,78,88.5,1117,220,39,42,92.9,15,16,93.8,11,15,73.3,0,0.2,-0.2,1,3,2,0,6,Matches
548,Kevin Vázquez\Kevin-Vazquez,es ESP,DF,Celta Vigo,28-057,1993,5.3,235,309,76.1,3531,1623,133,151,88.1,86,107,80.4,10,29,34.5,0,0.0,0.0,0,6,1,0,13,Matches
549,Lucas Vázquez\Lucas-Vazquez,es ESP,DFFW,Real Madrid,29-322,1991,20.5,1217,1431,85.0,21574,6470,602,657,91.6,457,515,88.7,136,200,68.0,5,4.3,+0.7,44,81,49,21,97,Matches
550,Koke Vegas\Koke-Vegas,es ESP,GK,Levante,25-234,1995,1.0,19,29,65.5,428,271,7,7,100.0,8,9,88.9,3,12,25.0,0,0.0,0.0,0,0,0,0,0,Matches
551,Gabriel Veiga\Gabriel-Veiga,es ESP,MFDF,Celta Vigo,18-357,2002,1.3,26,32,81.3,367,77,13,17,76.5,8,9,88.9,2,3,66.7,0,0.0,0.0,1,4,1,0,2,Matches
552,Unai Vencedor Paris\Unai-Vencedor-Paris,es ESP,MF,Athletic Club,20-185,2000,18.5,695,872,79.7,15838,4229,197,230,85.7,348,402,86.6,148,219,67.6,0,0.2,-0.2,6,101,7,0,93,Matches
553,Gonzalo Verdú\Gonzalo-Verdu,es ESP,DF,Elche,32-210,1988,32.0,1309,1516,86.3,31061,10627,296,319,92.8,711,741,96.0,297,445,66.7,2,1.3,+0.7,4,62,6,1,59,Matches
554,Mikel Vesga\Mikel-Vesga,es ESP,MF,Athletic Club,27-363,1993,18.5,697,874,79.7,14285,3666,255,305,83.6,297,348,85.3,129,178,72.5,1,1.0,0.0,13,69,9,0,82,Matches
555,Rúben Vezo\Ruben-Vezo,pt POR,DF,Levante,27-024,1994,25.7,1126,1324,85.0,26273,9280,282,313,90.1,577,633,91.2,256,354,72.3,0,0.2,-0.2,4,102,5,0,90,Matches
556,Iñigo Vicente\Inigo-Vicente,es ESP,FW,Athletic Club,23-133,1998,0.4,33,46,71.7,657,182,12,13,92.3,16,21,76.2,5,11,45.5,0,0.2,-0.2,3,2,3,1,5,Matches
557,Fede Vico\Fede-Vico,es ESP,MFFW,Granada,26-319,1994,7.5,193,281,68.7,3092,858,108,129,83.7,60,86,69.8,19,55,34.5,0,0.9,-0.9,8,14,11,4,22,Matches
558,Aleix Vidal\Aleix-Vidal,es ESP,DF,Sevilla,31-271,1989,5.6,367,429,85.5,6755,2260,164,182,90.1,155,172,90.1,43,64,67.2,1,1.0,0.0,7,28,5,2,32,Matches
559,Nacho Vidal\Nacho-Vidal,es ESP,DF,Osasuna,26-115,1995,25.1,680,957,71.1,12992,6388,275,320,85.9,306,412,74.3,89,184,48.4,0,1.7,-1.7,15,57,19,8,63,Matches
560,Toni Villa\Toni-Villa,es ESP,MFFW,Valladolid,26-132,1995,10.1,277,374,74.1,4681,1738,147,178,82.6,92,120,76.7,30,51,58.8,0,1.3,-1.3,12,27,16,7,51,Matches
561,Asier Villalibre\Asier-Villalibre,es ESP,FW,Athletic Club,23-231,1997,16.7,178,283,62.9,2635,424,107,155,69.0,52,90,57.8,14,22,63.6,2,2.0,0.0,13,8,10,1,16,Matches
562,Iván Villar\Ivan-Villar,es ESP,GK,Celta Vigo,23-314,1997,18.8,375,647,58.0,11529,7456,67,67,100.0,169,172,98.3,135,403,33.5,0,0.0,0.0,0,1,0,0,0,Matches
563,Vitolo\Vitolo,es ESP,MFFW,Atlético Madrid,31-198,1989,3.3,127,154,82.5,1714,417,82,96,85.4,32,36,88.9,5,11,45.5,0,0.2,-0.2,3,6,3,0,12,Matches
564,Šime Vrsaljko\Sime-Vrsaljko,hr CRO,DF,Atlético Madrid,29-129,1992,5.8,211,311,67.8,3661,1503,95,113,84.1,101,142,71.1,14,48,29.2,0,0.0,0.0,0,7,9,2,27,Matches
565,Nikola Vukčević\Nikola-Vukcevic,me MNE,MF,Levante,29-157,1991,9.0,274,318,86.2,5179,1010,116,123,94.3,120,134,89.6,36,55,65.5,0,0.2,-0.2,5,17,2,1,15,Matches
566,Daniel Wass\Daniel-Wass,dk DEN,MFDF,Valencia,31-353,1989,33.1,1267,1641,77.2,22890,8551,563,659,85.4,543,649,83.7,142,277,51.3,1,2.4,-1.4,38,113,24,7,140,Matches
567,Shon Weissman\Shon-Weissman,il ISR,FW,Valladolid,25-094,1996,22.7,243,330,73.6,3129,462,166,200,83.0,56,80,70.0,11,16,68.8,1,1.7,-0.7,16,7,8,0,15,Matches
568,Iñaki Williams\Inaki-Williams,es ESP,FW,Athletic Club,26-338,1994,26.1,391,581,67.3,6057,1096,218,289,75.4,126,183,68.9,30,50,60.0,6,4.6,+1.4,28,16,17,9,27,Matches
569,Nico Williams\Nico-Williams,es ESP,MF,Athletic Club,18-311,2002,0.6,11,20,55.0,175,42,8,12,66.7,2,2,100.0,1,3,33.3,0,0.0,0.0,0,1,0,0,0,Matches
570,Jawad El Yamiq\Jawad-El-Yamiq,ma MAR,DF,Valladolid,29-079,1992,14.3,450,568,79.2,10038,3199,138,159,86.8,205,232,88.4,102,164,62.2,1,0.0,+1.0,1,31,1,0,25,Matches
571,Rubén Yáñez\Ruben-Yanez,es ESP,GK,Getafe,27-219,1993,9.0,141,245,57.6,6041,4371,8,8,100.0,47,47,100.0,86,190,45.3,0,0.0,0.0,0,11,0,0,0,Matches
572,Yoel\Yoel,es ESP,GK,Eibar,32-264,1988,2.3,59,83,71.1,2363,1691,7,7,100.0,12,12,100.0,39,63,61.9,0,0.0,0.0,0,3,0,0,0,Matches
573,Okay Yokuşlu\Okay-Yokuslu,tr TUR,MF,Celta Vigo,27-071,1994,5.1,238,276,86.2,4298,1013,100,110,90.9,102,113,90.3,26,39,66.7,0,0.3,-0.3,4,18,2,0,12,Matches
574,Joseba Zaldúa\Joseba-Zaldua,es ESP,DF,Real Sociedad,28-329,1992,7.1,309,389,79.4,5325,2158,157,177,88.7,115,149,77.2,31,51,60.8,0,0.8,-0.8,7,13,10,7,14,Matches
575,Oier Zarraga\Oier-Zarraga,es ESP,MF,Athletic Club,22-135,1999,1.1,34,43,79.1,679,141,13,15,86.7,14,17,82.4,6,7,85.7,0,0.0,0.0,2,5,1,0,3,Matches
576,Igor Zubeldia\Igor-Zubeldia,es ESP,DF,Real Sociedad,24-050,1997,21.8,1050,1182,88.8,22893,5411,266,294,90.5,577,617,93.5,194,246,78.9,1,0.7,+0.3,6,47,4,2,56,Matches
577,Martín Zubimendi\Martin-Zubimendi,es ESP,MF,Real Sociedad,22-106,1999,19.9,918,1027,89.4,17244,4310,375,405,92.6,409,446,91.7,117,143,81.8,0,0.3,-0.3,5,95,11,0,88,Matches
578,Martin Ødegaard\Martin-Odegaard,no NOR,MFFW,Real Madrid,22-153,1998,2.6,147,175,84.0,2519,515,74,81,91.4,55,63,87.3,15,25,60.0,0,0.4,-0.4,5,16,2,0,9,Matches