Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,Matches
117,Philippe Coutinho\Philippe-Coutinho,br BRA,MFFW,Barcelona,28-341,1992,7.3,601,7,35,284,325,44,572,11,18,61.1,12,1,468,2554,1529,93,25,16,5,12,596,514,86.2,61,Matches
118,Juan Cruz Armada\Juan-Cruz-Armada,es ESP,DF,Osasuna,28-295,1992,21.8,1050,72,341,544,219,2,828,9,12,75.0,10,1,473,2303,1005,41,20,0,12,10,554,475,85.7,17,Matches
119,Sergio Cubero Ezcurra\Sergio-Cubero-Ezcurra,es ESP,MF,Eibar,21-256,1999,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Matches
120,Cucho\Cucho,co COL,FWMF,Getafe,22-029,1999,16.0,729,9,50,307,419,55,713,19,30,63.3,20,1,526,2938,1518,92,27,12,57,51,808,547,67.7,103,Matches
121,Marc Cucurella\Marc-Cucurella,es ESP,MF,Getafe,22-301,1998,35.1,1678,26,233,673,875,94,1552,25,51,49.0,27,3,1050,5287,3068,159,52,23,57,56,1362,995,73.1,154,Matches
122,Patrick Cutrone\Patrick-Cutrone,it ITA,FW,Valencia,23-136,1998,1.2,30,0,2,17,12,4,28,2,2,100.0,2,0,17,99,48,5,0,0,3,0,58,21,36.2,5,Matches
123,Moussa Dembélé\Moussa-Dembele,fr FRA,FWMF,Atlético Madrid,24-311,1996,1.1,51,0,1,23,30,10,50,1,4,25.0,2,0,29,178,86,4,2,1,7,0,68,40,58.8,11,Matches
124,Ousmane Dembélé\Ousmane-Dembele,fr FRA,FWDF,Barcelona,24-004,1997,18.7,1242,8,73,432,853,148,1189,72,118,61.0,77,6,1027,6166,4024,248,72,55,46,28,1260,1045,82.9,185,Matches
125,Sergiño Dest\Sergino-Dest,us USA,DF,Barcelona,20-197,2000,20.0,1459,42,292,563,681,87,1318,33,58,56.9,36,0,1085,4484,2814,163,33,25,25,27,1157,1055,91.2,95,Matches
126,Deyverson\Deyverson,br BRA,FW,Alavés,30-011,1991,9.7,443,13,58,226,175,31,433,6,15,40.0,6,2,202,618,258,14,2,2,28,13,530,301,56.8,80,Matches
127,Abdoulay Diaby\Abdoulay-Diaby,ml MLI,MF,Getafe,29-363,1991,0.2,17,0,1,5,14,3,17,0,1,0.0,0,0,12,106,87,2,3,0,0,1,14,13,92.9,3,Matches
128,Mouctar Diakhaby\Mouctar-Diakhaby,fr FRA,DF,Valencia,24-151,1996,22.1,1169,251,760,433,48,23,1138,3,5,60.0,3,0,699,4073,2144,31,7,0,8,4,772,749,97.0,10,Matches
129,Víctor Díaz\Victor-Diaz,es ESP,DF,Granada,32-341,1988,8.7,471,50,183,203,98,3,383,1,5,20.0,1,0,182,787,390,10,6,0,4,1,206,190,92.2,3,Matches
130,Papakouli Diop\Papakouli-Diop,sn SEN,MF,Eibar,35-061,1986,25.1,1103,56,206,716,215,29,1084,8,13,61.5,8,0,537,1973,755,38,10,4,13,16,636,541,85.1,25,Matches
131,Djené\Djene,tg TOG,DF,Getafe,29-139,1991,31.7,1263,136,590,665,82,10,1199,9,13,69.2,9,0,588,3505,1645,47,6,3,8,10,484,459,94.8,6,Matches
132,Marko Dmitrović\Marko-Dmitrovic,rs SRB,GK,Eibar,29-115,1992,34.7,1159,973,1146,12,5,2,803,1,1,100.0,1,0,516,2882,1574,0,0,0,0,0,444,443,99.8,0,Matches
133,Jaume Doménech\Jaume-Domenech,es ESP,GK,Valencia,30-195,1990,28.0,986,878,977,10,0,0,653,1,1,100.0,1,0,424,1799,1051,0,0,0,0,0,355,351,98.9,0,Matches
134,Carlos Dominguez\Carlos-Dominguez,es ESP,DF,Celta Vigo,20-138,2001,3.0,133,38,103,38,1,1,130,0,0,,0,0,70,495,219,2,0,0,0,0,76,75,98.7,0,Matches
135,John Donald\John-Donald,es ESP,DF,Elche,20-262,2000,0.6,21,1,12,10,0,0,21,0,0,,0,0,18,124,65,0,0,0,1,0,21,20,95.2,0,Matches
136,Cheick Doukouré\Cheick-Doukoure,ci CIV,MF,Levante,28-250,1992,1.1,63,2,10,39,14,1,63,1,2,50.0,1,0,42,189,62,3,0,0,1,2,41,38,92.7,3,Matches
137,Idrissa Doumbia\Idrissa-Doumbia,ci CIV,MF,Huesca,23-035,1998,8.4,454,25,123,298,73,1,447,14,18,77.8,14,0,343,1846,695,28,8,0,8,7,351,319,90.9,4,Matches
138,Domingos Duarte\Domingos-Duarte,pt POR,DF,Granada,26-070,1995,26.3,1185,168,616,609,36,14,1138,4,5,80.0,4,0,626,3819,2209,52,7,0,3,6,651,627,96.3,2,Matches
139,Óscar Duarte\Oscar-Duarte,cr CRC,DF,Levante,31-350,1989,21.9,1335,266,806,566,29,16,1292,3,4,75.0,3,0,741,3583,1708,35,2,0,2,2,871,840,96.4,4,Matches
140,Rubén Duarte\Ruben-Duarte,es ESP,DF,Alavés,25-213,1995,27.3,1609,100,502,813,358,12,1311,4,10,40.0,5,1,698,3202,1662,80,25,1,8,7,790,738,93.4,15,Matches
141,Unai Dufur\Unai-Dufur,es ESP,DF,Eibar,22-138,1999,0.7,51,2,14,25,12,0,36,0,0,,0,0,22,84,31,1,0,0,1,0,22,21,95.5,0,Matches
142,Hugo Duro\Hugo-Duro,es ESP,FW,Real Madrid,21-190,1999,0.6,11,0,0,3,8,3,11,0,0,,0,0,6,28,6,0,0,0,2,0,24,8,33.3,4,Matches
143,Aritz Elustondo\Aritz-Elustondo,es ESP,DF,Real Sociedad,27-052,1994,19.9,1325,145,622,770,60,15,1281,6,6,100.0,6,0,889,6012,3650,105,11,2,6,2,917,898,97.9,9,Matches
144,Rodrigo Ely\Rodrigo-Ely,br BRA,DF,Alavés,27-197,1993,5.2,209,37,126,78,10,6,196,1,1,100.0,1,0,88,252,98,2,1,0,1,0,101,98,97.0,4,Matches
145,Emerson\Emerson,br BRA,DF,Betis,22-125,1999,32.2,2337,125,615,1087,758,83,2009,23,53,43.4,27,2,1359,6243,3492,171,57,19,43,30,1530,1382,90.3,86,Matches
146,Youssef En-Nesyri\Youssef-En-Nesyri,ma MAR,FW,Sevilla,23-352,1997,24.7,699,22,60,339,324,138,669,15,34,44.1,17,1,339,1237,598,42,8,12,73,29,1006,482,47.9,136,Matches
147,Sergi Enrich\Sergi-Enrich,es ESP,FW,Eibar,31-082,1990,14.8,606,11,35,276,312,89,584,11,18,61.1,13,1,298,1156,397,20,6,0,38,17,920,429,46.6,126,Matches
148,Aarón Escandell\Aaron-Escandell,es ESP,GK,Granada,25-234,1995,4.0,142,113,140,2,0,0,99,0,0,,0,0,54,332,248,0,0,0,0,0,43,43,100.0,0,Matches
149,Dani Escriche\Dani-Escriche,es ESP,FWMF,Huesca,23-056,1998,9.5,408,7,63,240,147,27,401,18,47,38.3,21,4,298,1528,891,37,18,5,23,20,430,284,66.0,53,Matches
150,Sergio Escudero\Sergio-Escudero,es ESP,DF,Sevilla,31-259,1989,5.5,386,15,115,187,107,7,327,2,4,50.0,2,0,227,931,539,24,13,0,4,5,263,251,95.4,12,Matches
151,Alfonso Espino\Alfonso-Espino,uy URU,DF,Cádiz,29-134,1992,28.9,1370,91,556,624,253,16,1114,16,38,42.1,20,2,624,2938,1499,57,17,3,18,19,614,540,87.9,29,Matches
152,Vicente Esquerdo\Vicente-Esquerdo,es ESP,MF,Valencia,22-137,1999,2.6,128,8,40,73,19,0,126,2,4,50.0,2,0,77,273,82,5,0,0,1,2,89,80,89.9,3,Matches
153,Pervis Estupiñán\Pervis-Estupinan,ec ECU,DF,Villarreal,23-118,1998,13.0,845,45,256,353,295,37,744,14,23,60.9,14,0,522,2529,1569,75,34,10,23,27,552,486,88.0,65,Matches
154,Xabier Etxeita\Xabier-Etxeita,es ESP,DF,Getafe,33-200,1987,9.8,400,49,192,205,19,8,386,2,2,100.0,2,0,167,942,462,13,2,0,2,1,168,158,94.0,4,Matches
155,Edu Expósito\Edu-Exposito,es ESP,MF,Eibar,24-291,1996,27.3,1464,28,205,844,505,53,1403,42,62,67.7,46,3,921,4554,2374,117,47,9,36,36,1063,904,85.0,94,Matches
156,Fali\Fali,es ESP,DFMF,Cádiz,27-280,1993,28.3,971,167,406,506,89,20,908,7,8,87.5,7,0,423,1917,979,36,8,1,7,6,486,456,93.8,9,Matches
157,Ansu Fati\Ansu-Fati,es ESP,FW,Barcelona,18-200,2002,4.8,278,0,14,108,181,44,270,15,25,60.0,17,1,230,1369,908,57,19,16,5,15,301,229,76.1,49,Matches
158,Nabil Fekir\Nabil-Fekir,fr FRA,MFFW,Betis,27-305,1993,28.1,1728,3,102,840,909,122,1581,61,87,70.1,63,1,1382,7181,3835,218,73,34,67,94,1674,1313,78.4,198,Matches
159,Felipe\Felipe,br BRA,DF,Atlético Madrid,32-003,1989,21.9,1249,194,703,575,34,21,1216,3,3,100.0,3,0,706,3980,1753,25,2,0,1,3,757,729,96.3,5,Matches
160,João Félix\Joao-Felix,pt POR,FWMF,Atlético Madrid,21-190,1999,17.2,892,7,81,496,390,60,873,32,64,50.0,33,5,716,3125,1839,106,38,8,37,38,966,742,76.8,120,Matches
161,Aitor Fernández\Aitor-Fernandez,es ESP,GK,Levante,30-016,1991,29.0,995,881,990,6,0,0,727,0,0,,0,0,452,1582,992,0,0,0,0,1,435,433,99.5,0,Matches
162,Álex Fernández\Alex-Fernandez,es ESP,MF,Cádiz,28-216,1992,21.6,1072,28,208,604,318,21,919,13,24,54.2,17,1,639,3291,1663,70,22,3,18,25,753,619,82.2,31,Matches
163,Álvaro Fernández\Alvaro-Fernandez,es ESP,GK,Huesca,23-036,1998,21.0,844,758,839,5,0,0,611,0,0,,0,0,391,1653,891,0,0,0,0,0,409,406,99.3,0,Matches
164,Andrés Fernández\Andres-Fernandez,es ESP,GK,Huesca,34-153,1986,16.0,601,554,599,3,0,0,438,3,3,100.0,3,0,306,1259,652,0,0,0,0,0,287,287,100.0,0,Matches
165,Augusto Fernández\Augusto-Fernandez,ar ARG,MF,Cádiz,35-039,1986,3.5,141,6,38,90,18,2,140,0,0,,0,0,72,360,170,8,2,0,2,4,70,64,91.4,4,Matches
166,Carlos Fernández\Carlos-Fernandez,es ESP,FW,Sevilla,24-362,1996,1.6,57,1,7,32,20,6,55,1,2,50.0,1,0,33,184,86,5,1,1,4,3,58,39,67.2,12,Matches
167,Carlos Fernández\Carlos-Fernandez,es ESP,FWMF,Real Sociedad,24-362,1996,4.1,176,6,25,102,59,16,175,3,8,37.5,3,0,120,480,145,11,6,2,12,12,194,128,66.0,34,Matches
168,Joaquín Fernández\Joaquin-Fernandez,es ESP,DF,Valladolid,24-353,1996,23.0,1019,188,609,410,42,14,991,2,2,100.0,2,0,494,2549,1038,17,2,0,3,7,561,529,94.3,2,Matches
169,Fernando\Fernando,br BRA,MF,Sevilla,33-298,1987,28.3,1787,146,610,1070,187,18,1745,14,23,60.9,15,2,1165,4685,2149,48,13,1,14,19,1276,1204,94.4,27,Matches
170,David Ferreiro\David-Ferreiro,es ESP,MFFW,Huesca,33-048,1988,27.1,1301,17,183,591,623,47,1148,39,60,65.0,43,3,904,5961,3113,185,47,14,39,27,1088,828,76.1,136,Matches
171,Facundo Ferreyra\Facundo-Ferreyra,ar ARG,FW,Celta Vigo,30-066,1991,3.3,93,1,9,47,42,10,88,1,3,33.3,1,0,49,138,43,2,0,1,6,9,161,64,39.8,17,Matches
172,Fidel\Fidel,es ESP,MFDF,Elche,31-204,1989,25.6,1448,35,361,731,471,48,1271,47,82,57.3,50,6,976,5067,3070,155,52,16,43,50,1155,970,84.0,77,Matches
173,Junior Firpo\Junior-Firpo,es ESP,DF,Barcelona,24-270,1996,2.7,224,12,57,111,76,11,204,3,6,50.0,3,1,153,693,414,21,8,3,3,1,180,167,92.8,14,Matches
174,Kingsley Fobi\Kingsley-Fobi,gh GHA,DF,Granada,22-241,1998,0.5,15,2,7,6,3,0,10,0,0,,0,0,6,46,26,0,0,0,0,0,5,5,100.0,1,Matches
175,Ramón Folch\Ramon-Folch,es ESP,MF,Elche,31-227,1989,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Matches
176,José Fontán\Jose-Fontan,es ESP,DF,Celta Vigo,21-097,2000,7.2,434,55,195,214,58,6,408,4,4,100.0,4,0,244,1569,1012,27,13,0,1,2,279,267,95.7,2,Matches
177,Dimitri Foulquier\Dimitri-Foulquier,fr FRA,DF,Granada,28-057,1993,28.6,1358,80,409,683,356,25,1040,25,53,47.2,27,3,653,3309,2211,89,40,6,19,32,678,602,88.8,32,Matches
178,Juan Foyth\Juan-Foyth,ar ARG,DFMF,Villarreal,23-127,1998,13.0,868,52,306,526,110,6,806,26,30,86.7,26,1,560,2976,1686,58,19,0,4,9,571,546,95.6,6,Matches
179,Jorge de Frutos\Jorge-de-Frutos,es ESP,MFFW,Levante,24-088,1997,23.3,991,20,189,419,477,93,933,46,81,56.8,52,6,687,3769,2335,105,38,17,61,46,903,668,74.0,159,Matches
180,Ramiro Funes Mori\Ramiro-Funes-Mori,ar ARG,DF,Villarreal,30-075,1991,8.1,571,79,298,326,31,5,552,0,3,0.0,1,0,385,3512,2341,56,16,0,1,1,401,390,97.3,2,Matches
181,Javi Galán\Javi-Galan,es ESP,DF,Huesca,26-181,1994,34.1,2260,107,761,1085,615,28,1894,114,147,77.6,118,2,1540,8986,5310,209,57,13,48,50,1459,1314,90.1,61,Matches
182,Enric Gallego\Enric-Gallego,es ESP,FW,Osasuna,34-249,1986,8.2,368,9,38,176,165,35,358,3,11,27.3,3,1,155,579,250,12,2,1,34,12,492,280,56.9,68,Matches
183,Kévin Gameiro\Kevin-Gameiro,fr FRA,FW,Valencia,34-010,1987,12.0,374,4,26,169,193,36,352,4,12,33.3,6,0,223,895,368,24,6,5,31,24,531,286,53.9,95,Matches
184,Aleix García\Aleix-Garcia,es ESP,MF,Eibar,23-325,1997,4.9,303,4,39,191,92,6,283,2,3,66.7,2,0,187,913,407,22,9,1,2,2,227,213,93.8,6,Matches
185,Borja García\Borja-Garcia,es ESP,MFFW,Huesca,30-198,1990,12.3,687,6,94,412,234,24,673,22,31,71.0,24,0,530,2365,1159,57,20,1,19,31,619,530,85.6,63,Matches
186,Dani García\Dani-Garcia,es ESP,MF,Athletic Club,30-360,1990,21.3,1208,53,265,851,146,8,1176,8,11,72.7,9,1,695,3171,1535,63,13,0,4,10,786,745,94.8,15,Matches
187,David García\David-Garcia,es ESP,DF,Osasuna,27-094,1994,34.0,1658,206,804,890,47,28,1613,1,1,100.0,1,0,702,4033,1826,45,2,0,7,1,767,751,97.9,4,Matches
188,Manu García\Manu-Garcia,es ESP,MF,Alavés,35-023,1986,11.5,482,22,115,318,69,12,472,2,6,33.3,4,1,258,991,444,18,6,0,7,11,339,280,82.6,33,Matches
189,Raúl García\Raul-Garcia,es ESP,FWMF,Athletic Club,34-312,1986,19.4,843,16,88,452,338,82,829,8,17,47.1,9,4,389,1557,746,36,17,5,28,22,942,585,62.1,124,Matches
190,Raúl García\Raul-Garcia,es ESP,DFMF,Valladolid,32-019,1989,5.6,346,18,80,166,118,4,278,7,9,77.8,7,1,173,789,440,20,9,1,4,2,202,177,87.6,14,Matches
191,Rubén García\Ruben-Garcia,es ESP,MFFW,Osasuna,27-309,1993,30.2,1539,40,224,734,681,59,1402,27,55,49.1,31,5,917,4234,2130,115,49,7,55,38,1400,1008,72.0,168,Matches
192,Sergi García\Sergi-Garcia,es ESP,MF,Alavés,22-035,1999,0.2,11,0,0,7,4,1,8,0,0,,0,0,4,49,26,2,0,0,1,0,7,5,71.4,1,Matches
193,Unai García\Unai-Garcia,es ESP,DF,Osasuna,29-105,1992,13.2,519,72,260,273,20,10,492,3,3,100.0,3,0,261,1619,941,31,3,0,5,0,254,244,96.1,0,Matches
194,Mario Gaspar\Mario-Gaspar,es ESP,DF,Villarreal,30-176,1990,19.6,1291,78,388,618,363,36,1080,10,18,55.6,10,1,704,3101,1933,87,32,3,15,6,871,770,88.4,48,Matches
195,Paulo Gazzaniga\Paulo-Gazzaniga,ar ARG,GK,Elche,29-137,1992,7.0,217,191,214,3,0,0,141,0,0,,0,0,97,501,321,0,0,0,0,0,74,74,100.0,0,Matches
196,David Gil\David-Gil,es ESP,GK,Cádiz,27-128,1994,3.0,92,80,92,0,0,0,54,0,0,,0,0,32,262,196,0,0,0,0,0,25,25,100.0,0,Matches
197,Álvaro Giménez\Alvaro-Gimenez,es ESP,FWMF,Cádiz,30-000,1991,4.5,138,0,12,62,72,11,135,0,1,0.0,0,0,69,206,64,2,2,0,18,6,216,101,46.8,22,Matches
198,Dani Gómez\Dani-Gomez,es ESP,FW,Levante,22-293,1998,17.8,522,7,43,244,277,74,503,32,54,59.3,35,2,411,1944,1132,59,22,19,43,49,768,391,50.9,123,Matches
199,Ibai Gómez\Ibai-Gomez,es ESP,MF,Athletic Club,31-189,1989,3.9,175,7,30,56,91,7,159,2,4,50.0,2,0,105,413,158,5,1,0,3,4,154,117,76.0,17,Matches
200,Maxi Gómez\Maxi-Gomez,uy URU,FW,Valencia,24-278,1996,29.0,805,27,74,441,328,79,778,12,21,57.1,14,1,444,1757,813,49,20,4,60,32,1126,615,54.6,122,Matches
201,Moi Gómez\Moi-Gomez,es ESP,MFFW,Villarreal,26-330,1994,28.4,1556,29,255,791,635,71,1485,44,72,61.1,45,4,1173,6161,2861,148,55,11,23,34,1429,1176,82.3,159,Matches
202,Papu Gómez\Papu-Gomez,ar ARG,MFFW,Sevilla,33-093,1988,10.0,704,12,84,403,268,25,673,13,21,61.9,13,1,559,3281,1844,97,28,11,16,21,636,557,87.6,57,Matches
203,Sergi Gómez\Sergi-Gomez,es ESP,DF,Sevilla,29-052,1992,8.0,594,105,362,249,2,1,586,0,0,,0,0,419,1707,781,12,0,0,0,0,480,475,99.0,0,Matches
204,Sergio Gómez\Sergio-Gomez,es ESP,MFFW,Huesca,20-257,2000,7.8,488,15,118,227,180,11,431,15,25,60.0,17,1,330,1702,920,42,10,2,15,12,376,307,81.6,25,Matches
205,Maxime Gonalons\Maxime-Gonalons,fr FRA,MF,Granada,32-070,1989,16.4,885,43,253,597,94,12,865,17,27,63.0,18,2,584,3185,1269,44,14,1,10,16,557,527,94.6,10,Matches
206,Bruno González\Bruno-Gonzalez,es ESP,DF,Valladolid,30-360,1990,25.1,1006,147,579,455,15,9,960,4,5,80.0,4,0,449,2697,1127,18,2,0,2,1,506,489,96.6,4,Matches
207,Diego González\Diego-Gonzalez,es ESP,DF,Elche,26-111,1995,14.2,861,145,513,372,24,10,842,6,6,100.0,6,0,580,3233,1740,48,1,0,3,2,600,592,98.7,1,Matches
208,Sergio González\Sergio-Gonzalez,es ESP,MF,Cádiz,24-005,1997,1.0,40,0,15,22,6,2,39,0,0,,0,0,17,57,37,1,1,0,2,3,25,22,88.0,3,Matches
209,Urko González\Urko-Gonzalez,es ESP,MF,Real Sociedad,20-060,2001,0.5,35,2,7,29,0,0,35,0,0,,0,0,27,164,81,4,0,0,1,0,28,27,96.4,2,Matches
210,Andoni Gorosabel\Andoni-Gorosabel,es ESP,DF,Real Sociedad,24-288,1996,25.5,1622,69,414,811,497,40,1339,11,23,47.8,11,0,978,4405,2542,109,41,5,24,15,1039,943,90.8,66,Matches
211,Antoine Griezmann\Antoine-Griezmann,fr FRA,FWMF,Barcelona,30-059,1991,27.9,1549,21,139,621,860,192,1504,22,34,64.7,24,1,1069,4360,1844,96,33,11,37,24,1604,1260,78.6,251,Matches
212,Andrés Guardado\Andres-Guardado,mx MEX,MF,Betis,34-233,1986,13.9,883,37,199,579,169,7,869,9,11,81.8,9,0,620,3168,1717,73,21,1,12,15,663,606,91.4,23,Matches
213,Sergi Guardiola\Sergi-Guardiola,es ESP,FW,Valladolid,29-355,1991,19.6,758,18,60,334,397,69,748,28,55,50.9,31,2,498,2032,958,55,15,14,61,37,975,581,59.6,140,Matches
214,Nemanja Gudelj\Nemanja-Gudelj,rs SRB,MF,Sevilla,29-184,1991,10.6,816,55,327,482,57,2,795,3,4,75.0,3,0,545,2821,1319,31,8,0,9,3,628,615,97.9,0,Matches
215,Gonçalo Guedes\Goncalo-Guedes,pt POR,MFFW,Valencia,24-171,1996,24.6,1082,13,126,516,570,82,1046,49,77,63.6,53,1,869,6398,3971,206,82,34,46,58,1085,812,74.8,158,Matches
216,Ander Guevara\Ander-Guevara,es ESP,MF,Real Sociedad,23-316,1997,22.1,1526,78,386,1015,224,12,1503,15,15,100.0,15,0,1040,5207,2823,107,24,2,16,21,1114,1062,95.3,30,Matches
217,John Guidetti\John-Guidetti,se SWE,FWMF,Alavés,29-034,1992,1.5,61,1,2,29,34,9,56,1,1,100.0,1,0,30,97,30,1,2,0,4,0,89,47,52.8,9,Matches
218,Hugo Guillamón\Hugo-Guillamon,es ESP,DF,Valencia,21-108,2000,21.1,1349,236,747,657,31,9,1303,2,4,50.0,2,0,846,5044,2870,80,7,0,8,5,900,889,98.8,0,Matches
219,Jon Guridi\Jon-Guridi,es ESP,MF,Real Sociedad,26-080,1995,9.2,453,12,53,282,154,15,448,16,24,66.7,16,0,334,1799,829,46,17,0,12,10,395,319,80.8,33,Matches
220,Raúl Guti\Raul-Guti,es ESP,MF,Elche,24-140,1996,30.8,1518,43,402,970,244,29,1486,44,68,64.7,49,9,1082,5127,2136,95,25,5,26,30,1182,1039,87.9,24,Matches
221,Marcos Mauro López Gutiérrez\Marcos-Mauro-Lopez-Gutierrez,ar ARG,DF,Cádiz,30-130,1991,20.3,664,120,332,330,17,8,630,0,0,,0,0,294,1119,418,11,0,0,1,1,320,307,95.9,1,Matches
222,Miguel Gutiérrez\Miguel-Gutierrez,es ESP,DF,Real Madrid,19-296,2001,2.8,250,6,63,119,85,4,223,4,6,66.7,4,0,179,1006,545,25,9,2,2,2,182,174,95.6,7,Matches
223,Munir El Haddadi\Munir-El-Haddadi,ma MAR,FW,Sevilla,25-260,1995,9.4,478,7,50,229,226,51,466,14,20,70.0,14,0,365,1724,939,50,13,7,20,25,485,359,74.0,76,Matches
224,Eden Hazard\Eden-Hazard,be BEL,FWMF,Real Madrid,30-132,1991,5.9,409,2,45,182,216,30,404,17,24,70.8,18,1,346,2196,1210,59,14,7,9,11,418,365,87.3,63,Matches
225,Mario Hermoso\Mario-Hermoso,es ESP,DF,Atlético Madrid,25-335,1995,28.0,2129,129,727,1308,196,21,1953,11,17,64.7,11,0,1329,6369,3440,126,21,1,8,11,1521,1474,96.9,13,Matches
226,Aridane Hernández\Aridane-Hernandez,gq EQG,DF,Osasuna,32-057,1989,22.5,962,150,556,429,20,11,930,6,6,100.0,6,0,403,2172,838,12,2,0,3,4,397,384,96.7,1,Matches
227,Héctor Herrera\Hector-Herrera,mx MEX,MF,Atlético Madrid,31-030,1990,7.5,738,22,165,495,114,6,709,3,5,60.0,3,0,498,2362,1042,41,8,1,3,4,570,551,96.7,9,Matches
228,Sergio Herrera\Sergio-Herrera,es ESP,GK,Osasuna,27-348,1993,32.9,1263,1037,1248,16,0,0,844,1,2,50.0,2,0,509,3589,2260,0,0,0,1,0,397,394,99.2,0,Matches
229,Yangel Herrera\Yangel-Herrera,ve VEN,MF,Granada,23-132,1998,25.7,1200,56,245,720,288,55,1196,15,27,55.6,16,2,631,2759,1204,51,21,2,22,24,908,706,77.8,62,Matches
230,Pablo Hervías\Pablo-Hervias,es ESP,DFMF,Valladolid,28-072,1993,13.3,851,27,211,404,324,19,719,19,32,59.4,20,0,565,4448,2241,101,42,8,7,17,591,519,87.8,27,Matches
