Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
230,Pablo Hervías\Pablo-Hervias,es ESP,DFMF,Valladolid,28-072,1993,13.3,0,14,7,50.0,1.05,0.53,0.00,0.00,27.2,6,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches
231,Jordan Holsgrove\Jordan-Holsgrove,sco SCO,MF,Celta Vigo,21-251,1999,1.6,0,1,0,0.0,0.62,0.00,0.00,,12.8,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
232,Vicente Iborra\Vicente-Iborra,es ESP,MF,Villarreal,33-123,1988,10.3,0,3,0,0.0,0.29,0.00,0.00,,17.0,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
233,Oussama Idrissi\Oussama-Idrissi,ma MAR,FWMF,Sevilla,25-082,1996,0.3,0,1,1,100.0,3.33,3.33,0.00,0.00,10.4,0,0,0,0.3,0.3,0.29,-0.3,-0.3,Matches
234,Iglesias\Iglesias,es ESP,DFMF,Getafe,22-320,1998,5.7,0,3,1,33.3,0.52,0.17,0.00,0.00,26.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
235,Borja Iglesias\Borja-Iglesias,es ESP,FW,Betis,28-122,1993,14.8,10,33,10,30.3,2.23,0.68,0.18,0.60,16.7,0,4,4,6.8,3.8,0.12,+3.2,+2.2,Matches
236,Ilaix\Ilaix,es ESP,MF,Barcelona,18-120,2003,5.4,1,13,3,23.1,2.40,0.55,0.08,0.33,13.6,0,0,0,1.2,1.2,0.09,-0.2,-0.2,Matches
237,Asier Illarramendi\Asier-Illarramendi,es ESP,MF,Real Sociedad,31-072,1990,3.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
238,Pablo Insua\Pablo-Insua,es ESP,DF,Huesca,27-252,1993,17.6,0,4,0,0.0,0.23,0.00,0.00,,13.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
239,Takashi Inui\Takashi-Inui,jp JPN,MFFW,Eibar,32-351,1988,19.2,1,32,16,50.0,1.67,0.83,0.03,0.06,20.0,0,0,0,2.3,2.3,0.07,-1.3,-1.3,Matches
240,Alexander Isak\Alexander-Isak,se SWE,FW,Real Sociedad,21-240,1999,25.0,16,75,38,50.7,3.00,1.52,0.21,0.42,13.0,5,0,1,14.7,14.0,0.19,+1.3,+2.0,Matches
241,Isco\Isco,es ESP,MFFW,Real Madrid,29-028,1992,9.7,0,21,3,14.3,2.16,0.31,0.00,0.00,18.2,1,0,0,1.8,1.8,0.09,-1.8,-1.8,Matches
242,Jairo Izquierdo\Jairo-Izquierdo,es ESP,MFDF,Cádiz,27-209,1993,13.9,1,10,3,30.0,0.72,0.22,0.10,0.33,20.8,0,0,0,0.8,0.8,0.08,+0.2,+0.2,Matches
243,Saidy Janko\Saidy-Janko,ch SUI,DF,Valladolid,25-209,1995,12.7,0,3,1,33.3,0.24,0.08,0.00,0.00,17.1,0,0,0,0.4,0.4,0.13,-0.4,-0.4,Matches
244,Adnan Januzaj\Adnan-Januzaj,be BEL,FWMF,Real Sociedad,26-103,1995,11.2,4,28,9,32.1,2.51,0.81,0.04,0.11,22.2,4,3,3,4.8,2.6,0.09,-0.8,-1.6,Matches
245,Jason\Jason,es ESP,MFDF,Valencia,26-317,1994,4.9,0,5,0,0.0,1.02,0.00,0.00,,20.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
246,Luis Javier Suárez\Luis-Javier-Suarez,co COL,FWMF,Granada,23-168,1997,17.7,5,46,15,32.6,2.60,0.85,0.11,0.33,16.5,0,0,0,6.4,6.4,0.14,-1.4,-1.4,Matches
247,Joaquín\Joaquin,es ESP,FWMF,Betis,39-302,1981,14.3,2,12,6,50.0,0.84,0.42,0.17,0.33,15.5,0,0,0,1.0,1.0,0.08,+1.0,+1.0,Matches
248,John Joe\John-Joe,ie IRL,MFDF,Getafe,17-237,2003,0.7,0,2,0,0.0,2.77,0.00,0.00,,17.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
249,Frenkie de Jong\Frenkie-de-Jong,nl NED,MFDF,Barcelona,24-007,1997,34.2,3,17,6,35.3,0.50,0.18,0.18,0.50,10.7,0,0,0,5.5,5.5,0.36,-2.5,-2.5,Matches
250,Luuk de Jong\Luuk-de-Jong,nl NED,FW,Sevilla,30-265,1990,13.9,4,32,11,34.4,2.30,0.79,0.13,0.36,9.5,0,0,0,3.8,3.8,0.12,+0.2,+0.2,Matches
251,Jony\Jony,es ESP,MFFW,Osasuna,29-314,1991,9.6,0,11,4,36.4,1.15,0.42,0.00,0.00,19.0,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
252,Joan Jordán\Joan-Jordan,es ESP,MF,Sevilla,26-317,1994,26.1,1,23,4,17.4,0.88,0.15,0.04,0.25,22.7,5,0,0,1.5,1.5,0.06,-0.5,-0.5,Matches
253,Josan\Josan,es ESP,MFDF,Elche,31-167,1989,20.6,4,15,8,53.3,0.73,0.39,0.27,0.50,15.9,0,0,0,1.7,1.7,0.11,+2.3,+2.3,Matches
254,Willian José\Willian-Jose,br BRA,FW,Real Sociedad,29-177,1991,7.7,3,13,8,61.5,1.70,1.04,0.23,0.38,10.9,0,0,1,4.3,3.5,0.27,-1.3,-0.5,Matches
255,Joselu\Joselu,es ESP,FW,Alavés,31-053,1990,33.4,11,87,29,33.3,2.61,0.87,0.10,0.31,15.4,3,2,4,13.2,10.1,0.12,-2.2,-1.1,Matches
256,Josema\Josema,es ESP,DF,Elche,24-347,1996,21.6,0,6,0,0.0,0.28,0.00,0.00,,16.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
257,Jota\Jota,es ESP,MF,Alavés,29-337,1991,15.5,0,16,2,12.5,1.03,0.13,0.00,0.00,18.8,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches
258,Jota\Jota,pt POR,FW,Valladolid,22-050,1999,7.1,1,12,6,50.0,1.69,0.85,0.08,0.17,,,0,0,,,,,,Matches
259,Luka Jović\Luka-Jovic,rs SRB,FWMF,Real Madrid,23-147,1997,1.7,0,6,1,16.7,3.62,0.60,0.00,0.00,11.2,0,0,0,1.1,1.1,0.19,-1.1,-1.1,Matches
260,Juanmi\Juanmi,es ESP,FWMF,Betis,27-364,1993,6.7,2,14,5,35.7,2.09,0.75,0.14,0.40,10.9,0,0,0,3.0,3.0,0.21,-1.0,-1.0,Matches
261,Vinicius Júnior\Vinicius-Junior,br BRA,FW,Real Madrid,20-311,2000,21.3,3,41,12,29.3,1.93,0.56,0.07,0.25,13.8,0,0,0,6.5,6.5,0.16,-3.5,-3.5,Matches
262,Jens Jønsson\Jens-Jonsson,dk DEN,MF,Cádiz,28-129,1993,28.4,0,15,2,13.3,0.53,0.07,0.00,0.00,19.0,0,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches
263,Damian Kądzior\Damian-Kadzior,pl POL,FWMF,Eibar,28-337,1992,2.2,0,5,1,20.0,2.31,0.46,0.00,0.00,21.5,1,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
264,Lee Kangin\Lee-Kangin,kr KOR,FWMF,Valencia,20-089,2001,13.1,0,21,5,23.8,1.60,0.38,0.00,0.00,22.1,5,0,0,1.1,1.1,0.05,-1.1,-1.1,Matches
265,Stephane Keller\Stephane-Keller,cm CMR,DF,Alavés,19-272,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
266,Kenedy\Kenedy,br BRA,FWMF,Granada,25-100,1996,16.3,4,36,12,33.3,2.20,0.73,0.11,0.33,26.2,7,0,0,2.1,2.1,0.06,+1.9,+1.9,Matches
267,Kike\Kike,es ESP,FW,Eibar,31-175,1989,33.3,12,86,33,38.4,2.58,0.99,0.14,0.36,13.0,1,0,0,10.3,10.3,0.12,+1.7,+1.7,Matches
268,Giorgi Kochorashvili\Giorgi-Kochorashvili,ge GEO,MF,Levante,21-324,1999,0.3,0,1,0,0.0,3.91,0.00,0.00,,32.0,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
269,Kenan Kodro\Kenan-Kodro,ba BIH,FWMF,Athletic Club,27-273,1993,0.5,1,1,1,100.0,2.05,2.05,0.00,0.00,37.6,0,1,1,0.8,0.0,0.02,+0.2,0.0,Matches
270,Kenan Kodro\Kenan-Kodro,ba BIH,FW,Valladolid,27-273,1993,5.1,0,7,1,14.3,1.37,0.20,0.00,0.00,9.1,0,0,0,1.1,1.1,0.16,-1.1,-1.1,Matches
271,Koba Koindredi\Koba-Koindredi,fr FRA,MF,Valencia,19-204,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
272,Koke\Koke,es ESP,MF,Atlético Madrid,29-131,1992,32.6,1,17,7,41.2,0.52,0.21,0.06,0.14,20.0,0,0,0,1.9,1.9,0.11,-0.9,-0.9,Matches
273,Geoffrey Kondogbia\Geoffrey-Kondogbia,cf CTA,MF,Valencia,28-093,1993,4.9,0,4,2,50.0,0.82,0.41,0.00,0.00,33.2,1,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
274,Geoffrey Kondogbia\Geoffrey-Kondogbia,cf CTA,MFFW,Atlético Madrid,28-093,1993,6.7,0,4,2,50.0,0.60,0.30,0.00,0.00,24.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
275,Youssouf Koné\Youssouf-Kone,ml MLI,DFFW,Elche,25-318,1995,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
276,Jules Koundé\Jules-Kounde,fr FRA,DF,Sevilla,22-188,1998,32.1,2,21,6,28.6,0.66,0.19,0.10,0.33,10.8,0,0,0,2.1,2.1,0.10,-0.1,-0.1,Matches
277,Toni Kroos\Toni-Kroos,de GER,MF,Real Madrid,31-135,1990,23.5,3,34,12,35.3,1.45,0.51,0.09,0.25,21.8,1,0,0,2.2,2.2,0.07,+0.8,+0.8,Matches
278,Takefusa Kubo\Takefusa-Kubo,jp JPN,MFFW,Villarreal,19-349,2001,3.3,0,8,5,62.5,2.41,1.51,0.00,0.00,14.5,0,0,0,1.4,1.4,0.17,-1.4,-1.4,Matches
279,Takefusa Kubo\Takefusa-Kubo,jp JPN,MFFW,Getafe,19-349,2001,7.9,1,14,7,50.0,1.76,0.88,0.07,0.14,18.1,4,0,0,0.9,0.9,0.06,+0.1,+0.1,Matches
280,Kuki\Kuki,es ESP,MF,Valladolid,23-014,1998,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
281,Víctor Laguardia\Victor-Laguardia,es ESP,DF,Alavés,31-195,1989,29.2,0,8,3,37.5,0.27,0.10,0.00,0.00,7.5,0,0,0,1.1,1.1,0.14,-1.1,-1.1,Matches
282,Diego Lainez\Diego-Lainez,mx MEX,FWMF,Betis,20-344,2000,9.2,0,14,4,28.6,1.52,0.43,0.00,0.00,18.0,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
283,Toni Lato\Toni-Lato,es ESP,DF,Valencia,23-179,1997,7.1,1,2,2,100.0,0.28,0.28,0.50,0.50,11.6,0,0,0,1.0,1.0,0.48,0.0,0.0,Matches
284,Lauti\Lauti,uy URU,MFFW,Celta Vigo,20-099,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
285,Robin Le Normand\Robin-Le-Normand,fr FRA,DF,Real Sociedad,24-189,1996,29.5,0,17,1,5.9,0.58,0.03,0.00,0.00,10.7,0,0,0,2.0,2.0,0.12,-2.0,-2.0,Matches
286,Jeremías Ledesma\Jeremias-Ledesma,ar ARG,GK,Cádiz,28-095,1993,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
287,Florian Lejeune\Florian-Lejeune,fr FRA,DF,Alavés,29-364,1991,32.5,1,23,6,26.1,0.71,0.18,0.04,0.17,18.2,5,0,0,2.2,2.2,0.11,-1.2,-1.2,Matches
288,Iñigo Lekue\Inigo-Lekue,es ESP,DF,Athletic Club,28-015,1993,6.2,0,2,1,50.0,0.32,0.16,0.00,0.00,25.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
289,Thomas Lemar\Thomas-Lemar,fr FRA,MF,Atlético Madrid,25-188,1995,15.2,1,23,10,43.5,1.52,0.66,0.04,0.10,20.7,2,0,0,1.3,1.3,0.06,-0.3,-0.3,Matches
290,Clément Lenglet\Clement-Lenglet,fr FRA,DF,Barcelona,25-336,1995,27.5,1,11,5,45.5,0.40,0.18,0.09,0.20,13.0,0,0,0,1.4,1.4,0.13,-0.4,-0.4,Matches
291,Pedro León\Pedro-Leon,es ESP,MFFW,Eibar,34-176,1986,9.9,1,19,6,31.6,1.92,0.61,0.05,0.17,24.0,4,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches
292,Sergio León\Sergio-Leon,es ESP,FW,Levante,32-133,1989,8.3,2,19,5,26.3,2.29,0.60,0.11,0.40,13.8,0,0,0,2.3,2.3,0.13,-0.3,-0.3,Matches
293,Diego Llorente\Diego-Llorente,es ESP,DF,Real Sociedad,27-276,1993,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
294,Marcos Llorente\Marcos-Llorente,es ESP,MFDF,Atlético Madrid,26-109,1995,32.0,12,47,22,46.8,1.47,0.69,0.26,0.55,17.8,0,0,0,4.2,4.2,0.09,+7.8,+7.8,Matches
295,Renan Lodi\Renan-Lodi,br BRA,DF,Atlético Madrid,23-041,1998,12.2,1,12,4,33.3,0.98,0.33,0.08,0.25,18.7,0,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches
296,Pedro López Muñoz\Pedro-Lopez-Munoz,es ESP,DF,Huesca,37-199,1983,11.7,0,3,0,0.0,0.26,0.00,0.00,,22.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
297,Adrián López\Adrian-Lopez,es ESP,FWMF,Osasuna,33-131,1988,5.3,1,10,2,20.0,1.87,0.37,0.10,0.50,14.6,0,0,0,1.3,1.3,0.13,-0.3,-0.3,Matches
298,Javi López\Javi-Lopez,es ESP,DFMF,Alavés,19-138,2002,2.8,0,1,1,100.0,0.36,0.36,0.00,0.00,17.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
299,Roberto López\Roberto-Lopez,es ESP,MFFW,Real Sociedad,21-025,2000,5.6,3,14,4,28.6,2.50,0.72,0.21,0.75,23.7,2,0,0,1.0,1.0,0.07,+2.0,+2.0,Matches
300,Unai López\Unai-Lopez,es ESP,MF,Athletic Club,25-201,1995,14.8,3,25,11,44.0,1.69,0.74,0.12,0.27,25.4,5,0,0,1.2,1.2,0.05,+1.8,+1.8,Matches
301,Anthony Lozano\Anthony-Lozano,hn HON,FWMF,Cádiz,28-024,1993,16.9,3,36,15,41.7,2.13,0.89,0.08,0.20,13.0,0,0,0,5.4,5.4,0.15,-2.4,-2.4,Matches
302,Jeison Lucumí\Jeison-Lucumi,co COL,FW,Elche,26-041,1995,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
303,José Luis Gayà\Jose-Luis-Gaya,es ESP,DF,Valencia,25-359,1995,31.6,1,22,5,22.7,0.70,0.16,0.05,0.20,17.9,2,0,0,1.9,1.9,0.09,-0.9,-0.9,Matches
304,José Luis Morales\Jose-Luis-Morales,es ESP,FWMF,Levante,33-300,1987,26.8,13,56,26,46.4,2.09,0.97,0.23,0.50,16.2,1,0,1,8.3,7.5,0.13,+4.7,+5.5,Matches
305,Luisinho\Luisinho,pt POR,DF,Huesca,36-014,1985,2.0,0,1,0,0.0,0.50,0.00,0.00,,32.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
306,Luismi\Luismi,es ESP,MFDF,Elche,29-014,1992,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
307,Darwin Machís\Darwin-Machis,ve VEN,FWMF,Granada,28-101,1993,22.0,4,44,19,43.2,2.00,0.86,0.09,0.21,21.1,5,0,1,4.6,3.8,0.09,-0.6,+0.2,Matches
308,Pablo Maffeo\Pablo-Maffeo,es ESP,DF,Huesca,23-311,1997,21.0,1,11,5,45.5,0.52,0.24,0.09,0.20,18.4,0,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches
309,Abdallahi Mahmoud\Abdallahi-Mahmoud,mr MTN,MF,Alavés,21-015,2000,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
310,Nemanja Maksimović\Nemanja-Maksimovic,rs SRB,MF,Getafe,26-113,1995,29.4,1,16,4,25.0,0.54,0.14,0.06,0.25,15.8,0,0,0,1.8,1.8,0.12,-0.8,-0.8,Matches
311,Filip Malbašić\Filip-Malbasic,rs SRB,FWMF,Cádiz,28-182,1992,9.4,0,9,1,11.1,0.96,0.11,0.00,0.00,16.6,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
312,Hugo Mallo\Hugo-Mallo,es ESP,DF,Celta Vigo,29-331,1991,28.9,3,20,11,55.0,0.69,0.38,0.15,0.27,14.3,0,0,0,1.5,1.5,0.08,+1.5,+1.5,Matches
313,Mickael Malsa\Mickael-Malsa,mq MTQ,MF,Levante,25-219,1995,25.1,1,23,7,30.4,0.92,0.28,0.04,0.14,21.2,0,0,0,1.6,1.6,0.07,-0.6,-0.6,Matches
314,Aïssa Mandi\Aissa-Mandi,dz ALG,DF,Betis,29-209,1991,26.6,3,9,7,77.8,0.34,0.26,0.33,0.43,7.7,0,0,0,2.3,2.3,0.25,+0.7,+0.7,Matches
315,Eliaquim Mangala\Eliaquim-Mangala,fr FRA,DF,Valencia,30-095,1991,3.5,0,2,0,0.0,0.56,0.00,0.00,,7.0,0,0,0,0.5,0.5,0.26,-0.5,-0.5,Matches
316,Maranhão\Maranhao,br BRA,FW,Valladolid,24-211,1996,12.4,4,31,12,38.7,2.50,0.97,0.13,0.33,13.6,0,0,0,3.8,3.8,0.12,+0.2,+0.2,Matches
317,Marcelo\Marcelo,br BRA,DF,Real Madrid,33-007,1988,11.4,0,12,0,0.0,1.05,0.00,0.00,,20.7,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
318,Iván Marcone\Ivan-Marcone,ar ARG,MF,Elche,30-350,1990,29.1,0,2,0,0.0,0.07,0.00,0.00,,16.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
319,Óscar de Marcos\Oscar-de-Marcos,es ESP,DFMF,Athletic Club,32-035,1989,16.8,1,6,5,83.3,0.36,0.30,0.17,0.20,11.3,0,0,0,1.3,1.3,0.21,-0.3,-0.3,Matches
320,José Mari\Jose-Mari,es ESP,MF,Cádiz,33-164,1987,15.1,1,15,3,20.0,0.99,0.20,0.00,0.00,27.0,0,1,1,1.1,0.4,0.02,-0.1,-0.4,Matches
321,José María Giménez\Jose-Maria-Gimenez,uy URU,DF,Atlético Madrid,26-119,1995,18.6,0,13,4,30.8,0.70,0.21,0.00,0.00,12.1,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
322,Mariano\Mariano,do DOM,FW,Real Madrid,27-291,1993,5.4,1,15,3,20.0,2.76,0.55,0.07,0.33,16.3,0,0,0,1.5,1.5,0.10,-0.5,-0.5,Matches
323,Adrián Marín\Adrian-Marin,es ESP,DFMF,Alavés,24-130,1997,1.0,0,1,0,0.0,0.97,0.00,0.00,,21.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
324,Adrián Marín\Adrian-Marin,es ESP,DFFW,Granada,24-130,1997,2.8,0,1,0,0.0,0.35,0.00,0.00,,20.0,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
325,Roger Martí\Roger-Marti,es ESP,FW,Levante,30-136,1991,23.4,11,39,18,46.2,1.67,0.77,0.23,0.50,14.9,0,2,4,8.8,5.7,0.15,+2.2,+3.3,Matches
326,Aarón Martín\Aaron-Martin,es ESP,DF,Celta Vigo,24-027,1997,16.1,0,3,1,33.3,0.19,0.06,0.00,0.00,21.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
327,Álex Martín\Alex-Martin,es ESP,DF,Cádiz,23-114,1998,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
328,Iñigo Martínez\Inigo-Martinez,es ESP,DF,Athletic Club,30-002,1991,28.0,1,17,7,41.2,0.61,0.25,0.06,0.14,20.3,1,0,0,1.3,1.3,0.08,-0.3,-0.3,Matches
329,Javi Martínez\Javi-Martinez,es ESP,MFFW,Osasuna,21-148,1999,5.0,1,3,1,33.3,0.60,0.20,0.33,1.00,14.8,0,0,0,0.6,0.6,0.19,+0.4,+0.4,Matches
330,Marvin\Marvin,es ESP,DFFW,Real Madrid,20-320,2000,1.5,0,1,0,0.0,0.68,0.00,0.00,,15.0,0,0,0,0.2,0.2,0.16,-0.2,-0.2,Matches
331,Jordi Masip\Jordi-Masip,es ESP,GK,Valladolid,32-136,1989,24.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
332,Jaime Mata\Jaime-Mata,es ESP,FW,Getafe,32-207,1988,22.5,5,38,16,42.1,1.69,0.71,0.11,0.25,11.4,0,1,2,6.6,5.1,0.13,-1.6,-1.1,Matches
333,Borja Mayoral\Borja-Mayoral,es ESP,FW,Real Madrid,24-044,1997,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
334,Gonzalo Melero\Gonzalo-Melero,es ESP,MFFW,Levante,27-137,1994,19.6,6,26,8,30.8,1.33,0.41,0.23,0.75,14.4,0,0,0,2.6,2.6,0.10,+3.4,+3.4,Matches
335,Brais Méndez\Brais-Mendez,es ESP,MFFW,Celta Vigo,24-132,1997,28.7,8,47,20,42.6,1.64,0.70,0.15,0.35,15.4,1,1,1,7.4,6.6,0.14,+0.6,+0.4,Matches
336,Édgar Méndez\Edgar-Mendez,es ESP,MFFW,Alavés,31-137,1990,22.4,5,32,10,31.3,1.43,0.45,0.16,0.50,16.2,0,0,0,5.4,5.4,0.17,-0.4,-0.4,Matches
337,Eñaut Mendía\Enaut-Mendia,es ESP,FW,Eibar,21-328,1999,0.7,0,1,0,0.0,1.48,0.00,0.00,,27.2,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
338,Ferland Mendy\Ferland-Mendy,fr FRA,DF,Real Madrid,25-345,1995,24.5,1,12,2,16.7,0.49,0.08,0.08,0.50,19.0,0,0,0,0.6,0.6,0.05,+0.4,+0.4,Matches
339,Mikel Merino\Mikel-Merino,es ESP,MF,Real Sociedad,24-331,1996,23.9,2,33,8,24.2,1.38,0.33,0.06,0.25,13.6,0,0,0,3.7,3.7,0.11,-1.7,-1.7,Matches
340,Martín Merquelanz\Martin-Merquelanz,es ESP,FWMF,Real Sociedad,25-341,1995,6.1,0,11,4,36.4,1.80,0.66,0.00,0.00,17.9,1,0,0,1.1,1.1,0.10,-1.1,-1.1,Matches
341,Roque Mesa\Roque-Mesa,es ESP,MF,Valladolid,31-346,1989,18.9,1,25,4,16.0,1.32,0.21,0.00,0.00,24.6,2,1,1,1.7,0.9,0.04,-0.7,-0.9,Matches
342,Lionel Messi\Lionel-Messi,ar ARG,FWMF,Barcelona,33-329,1987,33.6,30,190,85,44.7,5.66,2.53,0.14,0.32,18.8,40,3,5,23.6,19.4,0.10,+6.4,+7.6,Matches
343,Omenuke Mfulu\Omenuke-Mfulu,cd COD,MF,Elche,27-060,1994,7.9,0,1,0,0.0,0.13,0.00,0.00,,26.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
344,Míchel\Michel,es ESP,MF,Valladolid,32-294,1988,10.2,2,10,5,50.0,0.98,0.49,0.20,0.40,23.6,2,0,0,0.6,0.6,0.06,+1.4,+1.4,Matches
